transaction_id,account_id,transaction_date,amount,category,type,payment_mode,description
13091,743,2026-06-25,17862.0,Healthcare,Expense,Cash,Quidem ea maxime omnis voluptatum.
13092,462,2025-01-01,14107.0,Utilities,Expense,Upi,Ex dolorem.
13093,92,2025-09-27,4273.0,Utilities,Expense,Net Banking,Id perspiciatis provident ipsum.
13094,591,2025-12-27,13389.0,Insurance,Expense,Net Banking,Odio rem.
13095,792,2024-08-26,17176.0,Travel,Expense,Debit Card,Qui minus reiciendis.
13096,291,2026-02-16,19617.0,Shopping,Expense,Net Banking,Dignissimos harum doloremque.
13097,320,2026-03-03,698.0,Rent,Expense,Upi,Dolor non cum.
13098,551,2025-08-21,143503.0,Business,Income,Debit Card,Eum illo.
13099,140,2026-02-07,106649.0,Freelance,Income,Debit Card,Ad ipsam quae.
13100,408,2024-10-20,12827.0,Insurance,Expense,Cash,Possimus nobis.
13101,823,2025-07-20,24097.0,Insurance,Expense,Net Banking,Est corrupti vero cupiditate nulla.
13102,99,2024-11-24,93320.0,Business,Income,Debit Card,Mollitia reprehenderit.
13103,553,2026-06-24,11032.0,Travel,Expense,Debit Card,Magnam voluptate id corporis.
13104,441,2024-12-16,6689.0,Utilities,Expense,Net Banking,Quis sint autem repudiandae.
13105,381,2024-10-24,787.0,Education,Expense,Debit Card,Esse voluptas perferendis magni.
13106,568,2024-09-07,3670.0,Travel,Expense,Debit Card,Explicabo perspiciatis inventore.
13107,307,2025-01-16,8777.0,Shopping,Expense,Debit Card,Architecto porro rem sapiente.
13108,901,2025-01-15,22252.0,Healthcare,Expense,Cash,Iusto et at natus.
13109,220,2026-01-15,19511.0,Emi,Expense,Upi,Magni laudantium non dicta.
13110,170,2026-05-14,67676.0,Salary,Income,Debit Card,Quasi cum sint delectus.
13111,234,2025-02-24,838.0,Food,Expense,Net Banking,Quia voluptas velit necessitatibus.
13112,688,2025-04-06,92243.0,Investment Returns,Income,Upi,Sint iure sed voluptatem voluptate.
13113,695,2025-11-10,9761.0,Utilities,Expense,Debit Card,Harum dicta.
13114,918,2025-12-30,151935.0,Salary,Income,Cash,Doloremque voluptatum dolor.
13115,971,2025-11-01,23899.0,Emi,Expense,Upi,Illum magni.
13116,842,2025-07-27,13703.0,Rental Income,Income,Upi,Maiores deserunt vel nesciunt aspernatur.
13117,250,2025-12-06,19703.0,Utilities,Expense,Upi,Quidem consequatur.
13118,381,2024-09-21,9368.0,Shopping,Expense,Cash,Praesentium asperiores aliquid explicabo reiciendis.
13119,801,2025-07-02,5495.0,Healthcare,Expense,Cash,Assumenda impedit nisi.
13120,526,2026-03-30,2192.0,Education,Expense,Upi,Dolorum quos dolorem deserunt.
13121,543,2025-05-09,2422.0,Healthcare,Expense,Debit Card,Nihil rerum rem.
13122,801,2024-09-30,3478.0,Utilities,Expense,Net Banking,Facere voluptas dignissimos.
13123,928,2026-02-07,25351.0,Salary,Income,Net Banking,Ratione nobis maxime incidunt.
13124,612,2026-04-15,4900.0,Utilities,Expense,Cash,Culpa facilis.
13125,791,2026-04-29,11807.0,Entertainment,Expense,Debit Card,Placeat in consectetur.
13126,144,2025-05-13,17042.0,Food,Expense,Upi,Rerum quia doloribus.
13127,106,2024-08-07,145219.0,Freelance,Income,Debit Card,Animi quo dolor repellendus.
13128,498,2025-08-20,138220.0,Freelance,Income,Credit Card,Nam nostrum rem.
13129,564,2026-02-11,15188.0,Insurance,Expense,Net Banking,Delectus molestias.
13130,424,2025-12-19,4280.0,Entertainment,Expense,Credit Card,Est necessitatibus illum voluptatem.
13131,815,2025-03-30,114277.0,Salary,Income,Credit Card,Debitis ad veniam.
13132,478,2024-09-22,14780.0,Food,Expense,Net Banking,Repellendus ipsa.
13133,856,2026-01-17,4233.0,Healthcare,Expense,Debit Card,Aperiam quos ab fugit.
13134,513,2026-04-03,82790.0,Business,Income,Debit Card,Alias aspernatur.
13135,622,2025-03-15,8978.0,Entertainment,Expense,Debit Card,Error neque impedit amet.
13136,278,2026-03-11,16238.0,Food,Expense,Credit Card,Accusantium alias atque maxime.
13137,248,2025-10-10,8577.0,Healthcare,Expense,Net Banking,Harum exercitationem veritatis tempora consectetur.
13138,364,2026-06-03,22602.0,Healthcare,Expense,Debit Card,Explicabo ex ipsa impedit.
13139,146,2026-01-17,22601.0,Entertainment,Expense,Debit Card,Molestiae nisi rerum ipsum.
13140,772,2025-04-09,15727.0,Entertainment,Expense,Upi,Temporibus odio soluta.
13141,726,2024-11-29,15385.0,Shopping,Expense,Upi,Fugiat libero quos quae.
13142,102,2024-07-19,78597.0,Investment Returns,Income,Credit Card,Eveniet ducimus.
13143,173,2025-03-11,19198.0,Education,Expense,Cash,Doloribus excepturi quasi.
13144,586,2025-01-04,20468.0,Healthcare,Expense,Net Banking,Voluptatibus vero eius impedit.
13145,834,2025-05-31,2094.0,Utilities,Expense,Net Banking,Sit sunt.
13146,135,2025-11-23,24278.0,Utilities,Expense,Credit Card,Laudantium debitis nemo optio.
13147,835,2025-05-29,10375.0,Utilities,Expense,Upi,Enim recusandae.
13148,57,2025-12-20,84580.0,Salary,Income,Net Banking,Doloribus officia placeat sed ea.
13149,88,2024-10-11,18985.0,Utilities,Expense,Credit Card,In cum quidem est.
13150,433,2026-05-15,2812.0,Emi,Expense,Credit Card,Laborum minima consequuntur sapiente sed.
13151,338,2024-08-07,2311.0,Travel,Expense,Debit Card,Eveniet nemo velit esse.
13152,517,2024-09-15,13921.0,Utilities,Expense,Upi,Optio illum quisquam earum atque.
13153,981,2025-05-22,632.0,Rent,Expense,Debit Card,Quod error repellendus dolores.
13154,29,2025-05-03,199985.0,Investment Returns,Income,Upi,Quas nemo.
13155,744,2025-04-11,4961.0,Healthcare,Expense,Debit Card,Voluptatibus commodi voluptatem accusantium.
13156,336,2026-02-02,23279.0,Food,Expense,Upi,Reprehenderit quia perspiciatis maxime.
13157,964,2026-02-25,3684.0,Insurance,Expense,Cash,Delectus ullam numquam.
13158,813,2025-09-26,17091.0,Emi,Expense,Credit Card,Quia at corporis.
13159,411,2024-08-19,10767.0,Shopping,Expense,Credit Card,Magni omnis voluptate exercitationem ipsum.
13160,870,2024-12-26,70457.0,Salary,Income,Credit Card,Aut optio.
13161,253,2025-12-07,15374.0,Food,Expense,Debit Card,Architecto exercitationem qui ipsum debitis.
13162,987,2025-09-19,20105.0,Entertainment,Expense,Credit Card,Corporis deserunt ex.
13163,456,2024-12-24,15913.0,Healthcare,Expense,Upi,In quasi earum aperiam.
13164,278,2024-07-31,16582.0,Entertainment,Expense,Net Banking,Et quidem hic dolorum excepturi.
13165,63,2025-12-10,12724.0,Shopping,Expense,Net Banking,Quis in itaque.
13166,172,2024-12-04,2908.0,Emi,Expense,Cash,Quam quasi.
13167,758,2025-04-16,164295.0,Freelance,Income,Debit Card,Iste cumque labore.
13168,340,2025-08-16,19688.0,Travel,Expense,Net Banking,Officiis accusamus ab doloremque.
13169,136,2025-12-23,6004.0,Food,Expense,Upi,Praesentium accusamus maxime voluptatum.
13170,964,2026-06-08,24151.0,Insurance,Expense,Credit Card,Laboriosam culpa.
13171,608,2024-11-17,16945.0,Education,Expense,Upi,Sunt adipisci accusantium.
13172,580,2025-02-11,5624.0,Travel,Expense,Debit Card,Earum quam dolores similique libero.
13173,985,2025-07-26,7902.0,Healthcare,Expense,Credit Card,Consequuntur assumenda possimus in magni.
13174,260,2024-07-17,13141.0,Shopping,Expense,Cash,Dicta magnam numquam.
13175,45,2026-07-04,14682.0,Shopping,Expense,Credit Card,Quae illo animi.
13176,450,2024-09-16,16821.0,Utilities,Expense,Net Banking,Porro nihil cumque impedit.
13177,853,2026-04-12,19433.0,Insurance,Expense,Upi,Veritatis asperiores dolorem dignissimos.
13178,553,2025-09-15,17479.0,Rent,Expense,Credit Card,Occaecati dolor nam possimus.
13179,746,2026-01-15,68129.0,Rental Income,Income,Net Banking,Delectus labore reprehenderit.
13180,478,2026-01-23,2119.0,Food,Expense,Upi,Nisi sapiente quae harum.
13181,29,2025-09-14,97186.0,Business,Income,Credit Card,Adipisci saepe.
13182,737,2025-05-04,15670.0,Shopping,Expense,Net Banking,Iste ea sint magni magnam.
13183,302,2025-12-26,12097.0,Utilities,Expense,Net Banking,Ipsam cum suscipit adipisci.
13184,389,2026-05-20,16112.0,Food,Expense,Upi,Doloribus dolores voluptates dicta iusto.
13185,179,2025-01-25,11812.0,Insurance,Expense,Cash,Alias dolorum.
13186,333,2024-10-29,9279.0,Education,Expense,Net Banking,Eveniet laudantium minus.
13187,124,2025-06-14,21565.0,Shopping,Expense,Credit Card,Corrupti quaerat delectus incidunt.
13188,78,2025-11-08,23740.0,Healthcare,Expense,Credit Card,Sunt consequuntur.
13189,348,2026-06-30,3606.0,Utilities,Expense,Credit Card,Temporibus aperiam vel.
13190,234,2026-04-07,3503.0,Emi,Expense,Net Banking,Quae iusto cumque esse.
13191,183,2025-11-27,82622.0,Salary,Income,Debit Card,Corrupti nemo aut.
13192,966,2024-12-01,13175.0,Entertainment,Expense,Credit Card,Placeat rerum dolorem.
13193,591,2024-08-18,14928.0,Travel,Expense,Debit Card,Perferendis facere nobis eveniet qui.
13194,881,2025-01-16,24860.0,Healthcare,Expense,Net Banking,Hic aut at quod.
13195,551,2026-04-11,18116.0,Shopping,Expense,Upi,Debitis dolores animi officiis.
13196,795,2024-09-01,113049.0,Salary,Income,Cash,Eos architecto quos.
13197,997,2024-08-28,10049.0,Entertainment,Expense,Credit Card,Autem ut ipsa corrupti.
13198,552,2025-12-07,5429.0,Entertainment,Expense,Debit Card,Voluptatum laborum odio.
13199,284,2026-02-11,125423.0,Business,Income,Cash,Quidem exercitationem accusantium quidem sunt.
13200,67,2024-10-03,2479.0,Entertainment,Expense,Credit Card,Fugiat magnam sunt.
13201,404,2025-05-31,7970.0,Healthcare,Expense,Debit Card,Suscipit dignissimos perspiciatis.
13202,418,2026-06-26,4697.0,Food,Expense,Debit Card,Labore non sequi.
13203,493,2025-05-20,29926.0,Rental Income,Income,Debit Card,Ut minus adipisci.
13204,28,2024-07-25,19445.0,Utilities,Expense,Upi,Deserunt dicta doloremque minima.
13205,588,2024-10-20,9561.0,Emi,Expense,Upi,Vel voluptatem ducimus fugit.
13206,676,2025-03-16,12657.0,Entertainment,Expense,Debit Card,Corporis dignissimos quibusdam officiis.
13207,512,2025-05-05,3975.0,Utilities,Expense,Upi,Aut quidem distinctio ipsa labore.
13208,481,2025-10-19,63039.0,Freelance,Income,Credit Card,Provident sapiente praesentium.
13209,769,2024-08-08,24844.0,Utilities,Expense,Cash,Ea voluptatibus nobis quasi.
13210,250,2026-03-05,14139.0,Food,Expense,Net Banking,Dignissimos sed beatae illo inventore.
13211,929,2025-07-10,21279.0,Food,Expense,Credit Card,Consectetur ipsum animi at voluptatem.
13212,254,2024-12-12,19325.0,Insurance,Expense,Debit Card,Quis consequatur reprehenderit atque nam.
13213,320,2026-01-09,16840.0,Travel,Expense,Net Banking,Iusto tempore tempora.
13214,750,2024-11-21,21630.0,Travel,Expense,Cash,Illum blanditiis repudiandae fugit.
13215,907,2026-05-28,20360.0,Healthcare,Expense,Upi,Eveniet vitae illo pariatur.
13216,129,2026-05-31,85100.0,Rental Income,Income,Upi,Perspiciatis vel.
13217,179,2024-12-28,15268.0,Education,Expense,Upi,Dolores consequuntur hic iusto doloribus.
13218,706,2024-12-22,185703.0,Business,Income,Credit Card,Sapiente eum sint.
13219,238,2024-11-02,8044.0,Education,Expense,Net Banking,Quas rerum itaque dignissimos.
13220,95,2024-10-28,47285.0,Business,Income,Net Banking,Expedita assumenda ab natus.
13221,890,2025-03-27,12407.0,Utilities,Expense,Debit Card,Cum laboriosam.
13222,348,2026-05-23,8090.0,Rent,Expense,Cash,Accusantium cupiditate ullam quis rem.
13223,387,2026-06-21,181551.0,Rental Income,Income,Cash,Omnis quo placeat.
13224,626,2026-03-22,12857.0,Healthcare,Expense,Upi,Adipisci aperiam.
13225,584,2025-08-13,24819.0,Emi,Expense,Credit Card,Laborum libero natus.
13226,919,2026-03-25,70576.0,Investment Returns,Income,Credit Card,Harum ratione nihil.
13227,277,2025-03-07,11900.0,Education,Expense,Credit Card,Placeat sunt culpa.
13228,841,2024-10-02,18827.0,Emi,Expense,Debit Card,Qui labore asperiores ratione assumenda.
13229,423,2025-03-27,23740.0,Utilities,Expense,Upi,Aperiam sed.
13230,811,2026-02-02,16489.0,Rent,Expense,Net Banking,Voluptatum totam provident assumenda dolorum.
13231,787,2026-02-06,64574.0,Salary,Income,Upi,Doloremque nobis nisi magnam nam.
13232,947,2025-02-16,23635.0,Entertainment,Expense,Credit Card,A nostrum.
13233,995,2025-05-07,5407.0,Education,Expense,Debit Card,Quo error nam.
13234,402,2025-10-24,23214.0,Entertainment,Expense,Cash,Eum tenetur.
13235,265,2025-07-20,24992.0,Healthcare,Expense,Debit Card,Blanditiis provident iure laborum.
13236,555,2024-12-18,5245.0,Travel,Expense,Cash,Nihil alias veritatis et quia.
13237,615,2024-08-15,17895.0,Utilities,Expense,Debit Card,Labore esse excepturi.
13238,277,2024-08-20,16750.0,Rent,Expense,Upi,Tenetur asperiores recusandae.
13239,53,2024-07-23,14528.0,Healthcare,Expense,Cash,Fuga magni pariatur.
13240,261,2026-05-16,20700.0,Insurance,Expense,Credit Card,Placeat quisquam autem qui.
13241,232,2025-04-20,761.0,Education,Expense,Upi,Dolor quaerat esse blanditiis consequuntur.
13242,343,2025-07-15,6629.0,Education,Expense,Credit Card,Fugit incidunt.
13243,442,2024-12-23,140.0,Food,Expense,Debit Card,Dolor sed fugiat.
13244,451,2024-08-16,24040.0,Rent,Expense,Debit Card,Magnam voluptatem a cupiditate neque.
13245,383,2025-02-02,1026.0,Shopping,Expense,Net Banking,Est dolorum ducimus.
13246,12,2024-09-29,11212.0,Emi,Expense,Net Banking,Laboriosam mollitia.
13247,536,2025-02-27,22842.0,Entertainment,Expense,Net Banking,Corporis officia veniam enim facilis.
13248,988,2024-10-31,4786.0,Food,Expense,Net Banking,A sint modi qui.
13249,448,2025-07-23,14456.0,Shopping,Expense,Debit Card,Velit quas laborum.
13250,836,2026-02-04,22079.0,Shopping,Expense,Cash,Autem dicta.
13251,639,2026-02-03,967.0,Education,Expense,Net Banking,Quos possimus impedit.
13252,745,2025-08-28,19736.0,Utilities,Expense,Debit Card,Nemo reiciendis fugit.
13253,781,2025-11-22,142964.0,Salary,Income,Cash,Nam debitis.
13254,674,2025-10-27,117200.0,Business,Income,Net Banking,Debitis dignissimos.
13255,493,2026-01-20,105252.0,Salary,Income,Net Banking,Nostrum deserunt dignissimos natus.
13256,847,2026-05-17,2361.0,Insurance,Expense,Credit Card,Ratione recusandae adipisci.
13257,727,2024-12-13,8242.0,Travel,Expense,Upi,Dicta repellendus facilis ducimus.
13258,398,2026-06-10,13602.0,Freelance,Income,Credit Card,Perspiciatis veniam ea voluptas molestiae.
13259,742,2024-09-23,7865.0,Travel,Expense,Cash,Debitis asperiores neque voluptatum.
13260,534,2024-12-16,6579.0,Travel,Expense,Credit Card,Laudantium incidunt.
13261,97,2025-04-25,132157.0,Investment Returns,Income,Credit Card,Doloremque repellat.
13262,997,2026-06-27,3324.0,Rent,Expense,Credit Card,Similique iure libero quisquam exercitationem.
13263,859,2024-12-21,17388.0,Education,Expense,Net Banking,Quam architecto ipsum vitae.
13264,87,2025-04-27,11652.0,Utilities,Expense,Net Banking,Iure dolorum aspernatur nulla.
13265,544,2026-04-29,11900.0,Utilities,Expense,Net Banking,Ipsum cupiditate explicabo eveniet.
13266,639,2025-11-11,22360.0,Shopping,Expense,Credit Card,Minima eaque dolores deserunt.
13267,180,2024-08-06,5828.0,Entertainment,Expense,Net Banking,Ut temporibus labore dolorem.
13268,167,2025-09-03,4413.0,Insurance,Expense,Upi,Ab voluptatum sint ab.
13269,11,2025-08-28,9752.0,Travel,Expense,Net Banking,Delectus eius.
13270,611,2025-06-05,3841.0,Healthcare,Expense,Credit Card,Deserunt nihil voluptas.
13271,879,2024-08-03,108196.0,Salary,Income,Net Banking,Illo sint vel at nemo.
13272,698,2025-11-19,16751.0,Utilities,Expense,Net Banking,Reiciendis explicabo dolor rerum qui.
13273,915,2025-08-05,14447.0,Healthcare,Expense,Upi,Eveniet harum maxime.
13274,340,2026-04-12,18501.0,Insurance,Expense,Net Banking,Corporis ratione dicta.
13275,448,2026-05-10,1286.0,Rent,Expense,Debit Card,Expedita aliquam est.
13276,417,2024-12-04,10332.0,Insurance,Expense,Cash,Inventore non.
13277,779,2024-11-22,8888.0,Emi,Expense,Net Banking,Vero quam porro.
13278,335,2025-02-13,16679.0,Healthcare,Expense,Upi,Omnis incidunt in.
13279,384,2025-12-12,19359.0,Travel,Expense,Cash,Dignissimos quasi animi maxime facilis.
13280,903,2025-10-20,8807.0,Utilities,Expense,Net Banking,Repellat totam officia dignissimos quas.
13281,680,2026-06-20,24129.0,Shopping,Expense,Debit Card,Veniam assumenda quo.
13282,500,2026-06-08,8764.0,Shopping,Expense,Upi,Cumque dignissimos.
13283,29,2024-10-25,10583.0,Emi,Expense,Credit Card,Porro est dolorum.
13284,954,2026-01-19,20016.0,Healthcare,Expense,Cash,Quia libero.
13285,41,2025-10-30,11833.0,Healthcare,Expense,Net Banking,Dignissimos aliquid.
13286,512,2024-10-21,16925.0,Rent,Expense,Upi,Tenetur suscipit expedita temporibus.
13287,139,2025-01-20,19099.0,Insurance,Expense,Cash,Odit fugit optio magni qui.
13288,226,2026-05-20,1776.0,Healthcare,Expense,Cash,Possimus numquam odio a.
13289,342,2026-04-10,9508.0,Insurance,Expense,Net Banking,Laboriosam odio aperiam totam.
13290,194,2025-12-30,2686.0,Education,Expense,Net Banking,Rem deleniti saepe ducimus temporibus.
13291,789,2026-03-16,2055.0,Shopping,Expense,Credit Card,Aliquid in laudantium voluptates.
13292,265,2026-04-24,127169.0,Rental Income,Income,Credit Card,Odio dolor deleniti.
13293,341,2026-06-26,173923.0,Freelance,Income,Cash,Facere ullam quae quo.
13294,273,2025-06-07,7858.0,Utilities,Expense,Debit Card,Alias voluptatibus impedit.
13295,1010,2025-06-16,23485.0,Education,Expense,Debit Card,Ipsam amet ratione aliquam.
13296,560,2025-09-02,7780.0,Emi,Expense,Cash,Consequatur veritatis tempora.
13297,37,2026-05-28,21366.0,Shopping,Expense,Cash,Nemo illum.
13298,216,2026-03-01,15897.0,Insurance,Expense,Net Banking,Sapiente neque harum.
13299,94,2025-04-11,17555.0,Shopping,Expense,Net Banking,Praesentium ipsum.
13300,263,2026-05-28,9064.0,Education,Expense,Cash,Quisquam quae magnam possimus.
13301,442,2025-04-03,21528.0,Healthcare,Expense,Upi,Quam delectus cum veniam.
13302,85,2024-08-25,145471.0,Business,Income,Cash,A atque impedit magni accusantium.
13303,565,2025-08-04,13240.0,Insurance,Expense,Debit Card,Consequuntur voluptatem similique.
13304,164,2024-09-08,22975.0,Education,Expense,Upi,Dignissimos ipsam.
13305,962,2025-03-11,7643.0,Rent,Expense,Cash,Tempora a mollitia.
13306,464,2026-01-27,6110.0,Emi,Expense,Debit Card,Nostrum incidunt.
13307,607,2025-01-18,21736.0,Entertainment,Expense,Credit Card,Culpa ex totam.
13308,482,2025-09-05,1900.0,Food,Expense,Debit Card,Reprehenderit repudiandae dicta fugiat.
13309,970,2025-08-16,19038.0,Emi,Expense,Cash,Eaque facilis inventore numquam.
13310,104,2026-06-02,8796.0,Travel,Expense,Upi,Sint autem eum autem vero.
13311,21,2026-04-29,2020.0,Shopping,Expense,Cash,Cumque inventore magni.
13312,497,2025-11-26,398.0,Rent,Expense,Debit Card,Quae error voluptas quod.
13313,158,2024-12-03,8176.0,Education,Expense,Debit Card,Et asperiores expedita accusamus fugit.
13314,60,2024-09-01,22467.0,Entertainment,Expense,Debit Card,Eius officia vel.
13315,371,2025-07-25,179965.0,Rental Income,Income,Cash,Eum sunt corrupti.
13316,943,2024-10-11,15589.0,Utilities,Expense,Upi,Natus deleniti.
13317,277,2025-05-29,23656.0,Entertainment,Expense,Debit Card,Perspiciatis laborum assumenda.
13318,406,2025-02-21,13413.0,Rent,Expense,Debit Card,Id sapiente mollitia.
13319,845,2025-10-27,5863.0,Rent,Expense,Cash,Voluptatibus illum error.
13320,558,2025-01-22,8773.0,Travel,Expense,Cash,Repellendus libero aliquam ex fugit.
13321,933,2026-02-18,7054.0,Shopping,Expense,Credit Card,Minima quam laudantium corrupti.
13322,336,2024-09-18,11202.0,Travel,Expense,Upi,Sunt dolore ipsam ratione.
13323,762,2025-05-23,13777.0,Utilities,Expense,Net Banking,Ratione ducimus impedit.
13324,927,2025-08-09,19334.0,Travel,Expense,Debit Card,Provident laboriosam fugit a minima.
13325,870,2025-11-06,177703.0,Investment Returns,Income,Net Banking,Iusto minima facere.
13326,972,2024-09-24,24432.0,Healthcare,Expense,Net Banking,Sed esse.
13327,57,2025-07-30,6382.0,Insurance,Expense,Cash,Consectetur eos eius provident quisquam.
13328,470,2026-05-17,573.0,Rent,Expense,Net Banking,Cupiditate perferendis quam officiis.
13329,554,2026-01-18,10186.0,Shopping,Expense,Upi,Mollitia minus veritatis aperiam.
13330,203,2024-12-05,8709.0,Insurance,Expense,Credit Card,Dolores voluptatibus architecto.
13331,216,2025-10-16,1772.0,Education,Expense,Credit Card,Doloremque adipisci atque esse.
13332,268,2026-05-02,10902.0,Healthcare,Expense,Credit Card,Quidem quaerat earum.
13333,533,2025-01-27,6176.0,Education,Expense,Credit Card,Laborum corporis voluptas earum.
13334,844,2025-12-13,16506.0,Travel,Expense,Cash,Perspiciatis officia aliquam.
13335,195,2025-05-12,53686.0,Business,Income,Credit Card,Ex quas beatae quaerat explicabo.
13336,192,2025-09-26,5052.0,Entertainment,Expense,Credit Card,Magni accusamus quibusdam enim consequatur.
13337,957,2025-03-09,26516.0,Rental Income,Income,Credit Card,Odit quibusdam inventore laborum.
13338,965,2025-01-21,14267.0,Emi,Expense,Credit Card,Reprehenderit atque repellat.
13339,782,2025-03-27,137999.0,Investment Returns,Income,Debit Card,Placeat in qui.
13340,930,2026-03-26,24833.0,Utilities,Expense,Debit Card,Facilis occaecati sint illo aliquam.
13341,332,2025-11-23,9047.0,Utilities,Expense,Credit Card,Asperiores laudantium quia.
13342,892,2024-09-27,270.0,Entertainment,Expense,Debit Card,Expedita autem magni.
13343,53,2025-05-11,6667.0,Utilities,Expense,Upi,Ducimus totam ipsum.
13344,292,2025-10-13,90811.0,Salary,Income,Debit Card,Voluptatem nostrum at.
13345,199,2026-02-22,157004.0,Investment Returns,Income,Debit Card,Modi velit praesentium adipisci sint.
13346,668,2025-09-10,19970.0,Emi,Expense,Net Banking,Assumenda asperiores recusandae culpa.
13347,664,2024-08-02,10395.0,Emi,Expense,Cash,Nesciunt veniam.
13348,278,2025-07-30,3421.0,Emi,Expense,Credit Card,Fugit quibusdam doloribus adipisci.
13349,270,2024-08-28,9048.0,Utilities,Expense,Debit Card,Dolorem similique.
13350,518,2026-04-08,1443.0,Entertainment,Expense,Upi,Vel error aliquid maxime.
13351,506,2025-01-07,17522.0,Education,Expense,Net Banking,Non error eum incidunt at.
13352,824,2025-10-07,2458.0,Healthcare,Expense,Net Banking,Voluptatibus illum maiores.
13353,1001,2025-02-18,4748.0,Emi,Expense,Cash,Natus impedit repellendus.
13354,936,2025-05-25,10366.0,Emi,Expense,Upi,Nemo eos deserunt quia architecto.
13355,315,2024-08-07,4583.0,Entertainment,Expense,Upi,Laborum blanditiis at.
13356,526,2025-03-10,10895.0,Food,Expense,Net Banking,Aut porro quibusdam pariatur a.
13357,669,2024-11-06,158839.0,Salary,Income,Upi,Dolor nisi corrupti ex.
13358,264,2026-03-01,88938.0,Business,Income,Upi,Itaque enim illum.
13359,795,2024-10-21,14826.0,Rent,Expense,Debit Card,Quos dolore dolor accusamus.
13360,429,2024-12-29,1419.0,Healthcare,Expense,Debit Card,Dignissimos repellat ipsam nostrum.
13361,596,2025-08-05,17064.0,Emi,Expense,Upi,Repellat velit ea rem.
13362,580,2025-05-03,21791.0,Salary,Income,Upi,Sapiente tenetur aliquam illo nam.
13363,635,2024-11-27,5798.0,Travel,Expense,Upi,Vitae vitae rerum.
13364,619,2025-10-21,135201.0,Salary,Income,Upi,Incidunt fugiat delectus.
13365,472,2025-06-17,3535.0,Rent,Expense,Net Banking,Quae quam dolorum exercitationem nostrum.
13366,462,2025-02-07,19553.0,Emi,Expense,Net Banking,Amet sed.
13367,678,2026-06-02,24926.0,Utilities,Expense,Debit Card,Facere et.
13368,321,2025-03-08,12422.0,Food,Expense,Upi,Nihil ratione ullam explicabo vero.
13369,538,2024-09-17,22278.0,Healthcare,Expense,Net Banking,Debitis consequatur non.
13370,316,2024-08-14,138702.0,Business,Income,Net Banking,Adipisci possimus nostrum et praesentium.
13371,736,2026-02-23,11041.0,Entertainment,Expense,Debit Card,Nulla temporibus distinctio ea quaerat.
13372,909,2025-09-12,19927.0,Investment Returns,Income,Debit Card,Ullam animi.
13373,16,2024-10-05,16892.0,Food,Expense,Cash,Corrupti natus.
13374,228,2024-10-04,19742.0,Rent,Expense,Net Banking,Iste alias incidunt.
13375,744,2025-10-25,3930.0,Food,Expense,Debit Card,Cum deserunt in sapiente tenetur.
13376,594,2026-02-18,3849.0,Emi,Expense,Debit Card,Vel incidunt quos voluptas.
13377,696,2024-11-17,9401.0,Insurance,Expense,Net Banking,Error possimus quasi porro.
13378,758,2024-08-04,55598.0,Investment Returns,Income,Upi,Quis excepturi corrupti.
13379,187,2026-01-15,6188.0,Utilities,Expense,Credit Card,Dolore quam quibusdam.
13380,480,2024-11-28,2177.0,Utilities,Expense,Cash,Quae accusamus commodi praesentium molestiae.
13381,834,2024-11-24,23569.0,Healthcare,Expense,Credit Card,In ratione minus sed.
13382,528,2025-12-08,4766.0,Healthcare,Expense,Cash,Fugiat nostrum vero.
13383,109,2025-10-08,17093.0,Entertainment,Expense,Upi,Dolores sequi.
13384,348,2024-10-08,182708.0,Rental Income,Income,Credit Card,Minima culpa cumque.
13385,825,2025-11-30,16631.0,Entertainment,Expense,Credit Card,Recusandae ipsum.
13386,294,2025-10-19,640.0,Food,Expense,Upi,Quidem esse laboriosam.
13387,7,2025-11-03,12277.0,Emi,Expense,Debit Card,Quam eligendi facere eaque minima.
13388,446,2025-07-10,126634.0,Investment Returns,Income,Upi,Odio dolorum atque soluta.
13389,394,2026-07-17,16299.0,Rent,Expense,Debit Card,Sunt aliquam.
13390,150,2024-11-01,2656.0,Entertainment,Expense,Credit Card,Quod at ea quis.
13391,631,2025-10-23,17404.0,Entertainment,Expense,Debit Card,Eveniet recusandae dicta sit.
13392,892,2025-02-25,11733.0,Shopping,Expense,Net Banking,Magnam quisquam accusantium consequatur.
13393,941,2025-01-27,17078.0,Utilities,Expense,Upi,Asperiores animi vero consequuntur quasi.
13394,798,2025-05-04,4213.0,Emi,Expense,Credit Card,Unde dolorem expedita.
13395,987,2025-09-12,13114.0,Shopping,Expense,Upi,Beatae dolore aliquam iste.
13396,82,2026-03-26,180267.0,Salary,Income,Upi,Quis veritatis in.
13397,367,2025-09-26,1661.0,Shopping,Expense,Debit Card,Laborum minus quo.
13398,569,2025-04-27,13713.0,Emi,Expense,Credit Card,Aliquid modi corrupti provident.
13399,132,2025-11-09,2630.0,Healthcare,Expense,Credit Card,Hic ut omnis alias doloremque.
13400,9,2026-07-08,23159.0,Rent,Expense,Credit Card,Quibusdam eaque omnis quibusdam enim.
13401,759,2024-10-30,8768.0,Education,Expense,Credit Card,Aspernatur harum ducimus.
13402,631,2025-12-01,109585.0,Salary,Income,Cash,Atque ullam vero ab.
13403,793,2026-06-01,1747.0,Rent,Expense,Credit Card,Soluta delectus officia ullam.
13404,370,2025-05-26,14283.0,Food,Expense,Upi,Magnam id eveniet nobis.
