budget_id,user_id,category,monthly_limit
1196,491,Healthcare,29196
1197,110,Education,11510
1198,249,Rent,23885
1199,489,Healthcare,23938
1200,213,Utilities,5248
1201,58,Healthcare,22835
1202,380,Food,31051
1203,95,Insurance,43810
1204,160,Insurance,14732
1205,467,Insurance,31256
1206,380,Entertainment,13015
1207,244,Shopping,48714
1208,223,Shopping,31668
1209,370,Insurance,15150
1210,429,EMI,7421
1211,410,EMI,47648
1212,448,Insurance,38961
1213,7,Shopping,9657
1214,202,Travel,27933
1215,99,Insurance,49175
1216,149,EMI,13174
1217,363,Travel,37850
1218,349,Education,22511
1219,76,Travel,25125
1220,231,Education,32737
1221,451,Healthcare,35431
1222,243,Entertainment,45688
1223,401,EMI,46540
1224,362,EMI,24513
1225,109,Utilities,22589
1226,216,EMI,11956
1227,10,Utilities,10759
1228,192,Utilities,49752
1229,236,Utilities,17209
1230,61,EMI,39283
1231,139,Shopping,44379
1232,449,Entertainment,17326
1233,221,Shopping,6158
1234,225,Travel,40898
1235,169,EMI,21428
1236,333,Education,25339
1237,50,Insurance,28369
1238,336,Utilities,43291
1239,435,Food,34352
1240,218,Healthcare,17932
1241,52,Rent,25364
1242,347,Insurance,23595
1243,285,Utilities,17729
1244,223,Education,41021
1245,304,Healthcare,15618
1246,282,Insurance,13241
1247,450,Travel,23580
1248,89,EMI,17162
1249,375,Food,37166
1250,207,Rent,9745
1251,480,EMI,35797
1252,179,EMI,5965
1253,333,Rent,41019
1254,18,Insurance,15040
1255,471,EMI,24016
1256,435,EMI,11910
1257,446,Rent,47479
1258,12,Shopping,6892
1259,106,Rent,18586
1260,227,Shopping,39260
1261,319,Rent,49338
1262,182,Travel,38488
1263,463,Education,23332
1264,243,Shopping,33088
1265,88,Utilities,16074
1266,380,Healthcare,38837
1267,296,Rent,20793
1268,395,EMI,43047
1269,471,Shopping,10381
1270,266,Entertainment,8823
1271,285,Travel,10601
1272,118,Travel,24928
1273,421,Shopping,38487
1274,80,Education,12582
1275,330,EMI,9271
1276,499,Healthcare,30696
1277,343,Travel,13127
1278,98,Food,44930
1279,445,Rent,17377
1280,15,EMI,22829
1281,202,Food,40064
1282,67,Healthcare,33940
1283,198,Food,37099
1284,56,Utilities,13660
1285,392,Healthcare,27081
1286,23,Rent,24649
1287,6,Education,33896
1288,463,Healthcare,16473
1289,244,EMI,27989
1290,155,EMI,35425
1291,413,Shopping,22668
1292,375,Utilities,37070
1293,70,Insurance,20220
1294,488,Utilities,16318
1295,306,Education,12009
1296,112,Entertainment,5135
1297,322,Shopping,21691
1298,418,Healthcare,12369
1299,59,Education,38179
1300,265,Travel,43992
1301,264,Education,6559
1302,453,Education,32636
1303,309,Healthcare,45951
1304,248,Entertainment,43622
1305,7,Food,35329
1306,21,Healthcare,5525
1307,241,Insurance,38772
1308,494,Healthcare,43587
1309,403,Healthcare,5823
1310,249,Entertainment,31651
1311,235,Entertainment,26149
1312,283,Healthcare,21014
1313,462,Utilities,31374
1314,377,Education,44759
1315,392,Education,42763
1316,65,Education,6332
1317,148,Entertainment,20341
1318,314,Rent,9649
1319,397,Entertainment,44989
1320,151,Education,36129
1321,128,Entertainment,35965
1322,466,Education,10621
1323,66,Entertainment,20153
1324,17,EMI,6806
1325,303,Healthcare,43034
1326,215,Rent,44466
1327,243,Utilities,19234
1328,406,Entertainment,15495
1329,171,Utilities,28427
1330,10,Travel,37206
1331,2,Utilities,8091
1332,431,Healthcare,31085
1333,459,Travel,6903
1334,330,Education,13877
1335,122,Shopping,19320
1336,99,Utilities,18090
1337,61,Education,34383
1338,89,Travel,23849
1339,167,Healthcare,21203
1340,55,Travel,46345
1341,323,Shopping,32798
1342,214,Education,42460
1343,321,Rent,35689
1344,316,Shopping,41703
1345,379,EMI,24961
1346,57,Shopping,25729
1347,452,Travel,40440
1348,224,Travel,22234
1349,251,EMI,22123
1350,368,Education,42634
1351,398,EMI,16139
1352,386,Travel,37890
1353,292,Travel,34654
1354,420,Insurance,24722
1355,302,Food,14098
1356,123,Travel,31969
1357,324,EMI,39361
1358,370,Entertainment,43593
1359,266,Travel,40479
1360,43,Utilities,45634
1361,495,Entertainment,23717
1362,193,Food,33049
1363,385,Utilities,17186
1364,324,Rent,21925
1365,259,Food,46332
1366,210,Healthcare,6935
1367,53,Rent,30578
1368,401,Healthcare,5856
1369,270,Insurance,41101
1370,432,Utilities,41342
1371,180,Insurance,35588
1372,257,Entertainment,45260
1373,305,Travel,9541
1374,283,Entertainment,32348
1375,144,Travel,27236
1376,142,Travel,22139
1377,332,Education,7666
1378,196,Food,42247
1379,226,Rent,16054
1380,422,EMI,47103
1381,248,Food,38818
1382,332,Education,36570
1383,490,Insurance,7478
1384,376,Healthcare,23090
1385,156,Shopping,36978
1386,310,Utilities,31038
1387,33,Shopping,19914
1388,100,Travel,41754
1389,210,Healthcare,10843
1390,132,Education,34319
1391,146,Shopping,32387
1392,191,Insurance,46605
1393,98,Travel,10613
1394,22,Utilities,17772
1395,374,Food,9064
1396,101,Utilities,48131
1397,483,Rent,11565
1398,181,Insurance,21721
1399,133,Education,18509
1400,195,Travel,46407
1401,145,Utilities,20985
1402,71,Food,46914
1403,53,Entertainment,12726
1404,35,Travel,32190
1405,180,Travel,44344
1406,126,Healthcare,41680
1407,212,Food,41702
1408,127,Entertainment,11478
1409,426,Rent,47805
1410,335,EMI,11358
1411,97,Healthcare,16465
1412,469,Food,17317
1413,425,Travel,5938
1414,199,Healthcare,48068
1415,366,Education,30207
1416,81,Travel,47311
1417,293,Education,16835
1418,383,Travel,36357
1419,89,Healthcare,8469
1420,90,Education,26650
1421,405,EMI,11892
1422,362,Travel,30135
1423,478,Food,31496
1424,259,Utilities,33033
1425,313,Entertainment,24670
1426,91,Travel,44977
1427,302,Utilities,45686
1428,194,Food,18726
1429,45,Food,30635
1430,216,Entertainment,19139
1431,120,Entertainment,15318
1432,255,Food,37394
1433,63,Healthcare,8466
1434,43,Travel,30995
1435,343,Shopping,8467
1436,96,Utilities,37884
1437,214,Healthcare,24844
1438,366,Shopping,38934
1439,349,Healthcare,30516
1440,95,Shopping,13291
1441,447,Insurance,14351
1442,390,EMI,7985
1443,97,Healthcare,37768
1444,65,Entertainment,14176
1445,30,Shopping,13081
1446,232,Entertainment,22831
1447,28,Travel,27681
1448,58,Food,49521
1449,73,Travel,6576
1450,262,Food,38885
1451,256,Healthcare,21563
1452,96,Travel,19520
1453,118,Insurance,36189
1454,491,Rent,6102
1455,2,EMI,20097
1456,497,EMI,36988
1457,305,Education,48325
1458,125,Healthcare,42616
1459,252,Rent,47412
1460,411,Food,17113
1461,146,Travel,8111
1462,73,Food,43894
1463,496,Utilities,21126
1464,486,Shopping,46114
1465,313,Food,21593
1466,276,Travel,34959
1467,28,Education,22219
1468,403,Healthcare,48660
1469,347,Healthcare,7251
1470,41,Travel,35403
1471,491,Food,15006
1472,82,Rent,27013
1473,291,Insurance,41641
1474,17,Education,19285
1475,440,Food,43660
1476,199,Utilities,19094
1477,358,Entertainment,46251
1478,457,Education,9129
1479,336,EMI,8101
1480,439,Travel,12025
1481,354,Entertainment,29863
1482,400,Rent,22462
1483,146,Travel,48566
1484,175,EMI,41779
1485,269,EMI,23195
1486,441,Healthcare,12292
1487,346,Education,7617
1488,425,Education,38869
1489,358,Education,31884
1490,263,Education,9337
1491,462,Education,39247
1492,32,EMI,34060
1493,331,Education,42766
1494,345,EMI,24517
1495,169,Education,33237
1496,104,Food,47983
1497,232,EMI,36407
1498,482,Rent,27631
1499,405,Healthcare,31307
1500,396,Insurance,46560
1501,385,Food,28041
1502,169,EMI,42820
1503,194,Rent,42350
1504,34,EMI,25581
1505,301,Utilities,25715
1506,272,Travel,40099
1507,287,Entertainment,16045
1508,445,Shopping,19943
1509,248,Travel,20631
1510,413,Shopping,43159
1511,431,Insurance,25602
1512,287,EMI,45456
1513,462,Travel,13358
1514,394,EMI,44421
1515,8,Insurance,13298
1516,55,Food,18963
1517,453,Healthcare,47563
1518,191,Utilities,31637
1519,293,Utilities,13802
1520,227,Utilities,49366
1521,103,Education,42347
1522,277,Utilities,31342
1523,174,Shopping,38777
1524,400,Rent,49031
1525,446,EMI,31114
1526,56,Travel,41397
1527,136,Food,45500
1528,2,Insurance,8394
1529,149,Food,14741
1530,64,Utilities,27477
1531,413,Healthcare,7923
1532,280,Education,9707
1533,142,Rent,28870
1534,476,Entertainment,12427
1535,279,Shopping,43478
1536,177,EMI,16954
1537,499,Healthcare,18268
1538,14,Travel,9524
1539,354,Food,20530
1540,43,Healthcare,22060
1541,94,EMI,34214
1542,465,Travel,22097
1543,395,Food,13243
1544,439,Education,25263
1545,257,Insurance,16943
1546,74,Education,29475
1547,263,Utilities,30968
1548,373,Insurance,18253
1549,209,Education,29584
1550,480,Insurance,20981
1551,159,Rent,11086
1552,441,Food,26070
1553,48,Rent,35416
1554,271,Entertainment,16950
1555,2,Utilities,12209
1556,11,Rent,24963
1557,348,Shopping,17430
1558,401,Food,22643
1559,153,Utilities,49777
1560,106,Shopping,29957
1561,439,Shopping,43601
1562,321,Utilities,17317
1563,167,Healthcare,20701
1564,36,Utilities,9236
1565,363,Shopping,14843
1566,149,Shopping,43949
1567,92,Rent,5735
1568,128,Education,31541
1569,441,Shopping,48700
1570,222,Utilities,41962
1571,286,Food,30477
1572,169,Rent,9252
1573,372,Travel,32163
1574,406,Healthcare,45709
1575,226,Utilities,8872
1576,181,EMI,13993
1577,470,Utilities,28666
1578,90,Food,24474
1579,342,Rent,15450
1580,134,EMI,12752
1581,276,Travel,6151
1582,135,Insurance,41621
1583,152,Utilities,5581
1584,2,Utilities,16508
1585,146,Education,13959
1586,258,Travel,19451
1587,69,Insurance,24555
1588,396,Utilities,26456
1589,303,EMI,11185
1590,474,Food,6519
1591,375,Healthcare,26322
1592,259,Travel,36804
1593,443,Entertainment,9236
1594,122,EMI,22445
1595,186,Travel,8023
1596,346,Travel,9033
1597,244,EMI,21344
1598,215,Food,29490
1599,204,Rent,26725
1600,456,Entertainment,14398
1601,5,Rent,15351
1602,48,Education,32031
1603,174,EMI,6591
1604,313,Travel,6465
1605,41,Food,40604
1606,345,EMI,5865
1607,144,Food,26325
1608,446,Shopping,41812
1609,84,Utilities,16311
1610,342,Rent,22041
1611,166,Food,26044
1612,192,EMI,10917
1613,458,Shopping,21426
1614,351,Insurance,17516
1615,481,Utilities,37331
1616,242,Education,10929
1617,95,Rent,38181
1618,299,Insurance,14743
1619,369,Entertainment,24894
1620,410,Education,48173
1621,282,Travel,42432
1622,309,Food,49462
1623,190,EMI,13350
1624,238,Food,48945
1625,231,Travel,40245
1626,201,Education,20032
1627,81,Utilities,14486
1628,59,Rent,26709
1629,233,Shopping,33582
1630,458,Utilities,8131
1631,464,Travel,36223
1632,222,EMI,15894
1633,194,Food,45804
1634,376,Education,14891
1635,8,Utilities,7168
1636,491,Rent,28777
1637,96,Travel,10318
1638,481,Insurance,38293
1639,122,Utilities,47537
1640,53,Travel,28902
1641,346,Utilities,43577
1642,19,Rent,36333
1643,205,Rent,29545
1644,278,Healthcare,32850
1645,58,Utilities,23598
1646,273,Food,29576
1647,238,Rent,9224
1648,172,EMI,12803
1649,426,Entertainment,16108
1650,204,Insurance,24028
1651,115,Insurance,21824
1652,178,Entertainment,40304
1653,390,Entertainment,9789
1654,263,Rent,35805
1655,209,Insurance,13187
1656,96,Utilities,15834
1657,107,Healthcare,28169
1658,34,Food,33964
1659,318,Travel,43872
1660,444,Travel,39870
1661,70,Food,32901
1662,443,Education,15256
1663,10,Insurance,25057
1664,110,Shopping,13137
1665,289,Shopping,26593
1666,472,Healthcare,8129
1667,289,Utilities,46546
1668,286,Travel,13435
1669,127,Shopping,41539
1670,101,Shopping,33810
1671,463,Shopping,35337
1672,273,Insurance,44364
1673,32,Education,15297
1674,432,Food,40334
1675,3,Education,25626
1676,357,Education,46067
1677,279,Shopping,23992
1678,438,Rent,37096
1679,199,Insurance,7147
1680,344,Utilities,37595
1681,5,Insurance,22902
1682,187,Shopping,42117
1683,286,Entertainment,37184
1684,109,Utilities,28858
1685,185,EMI,12325
1686,190,Rent,13492
1687,361,Education,13463
1688,383,Rent,22014
1689,228,Rent,36217
1690,426,Shopping,25353
1691,393,Food,6315
1692,59,Utilities,33900
1693,180,Rent,23146
1694,405,Entertainment,13149
1695,314,Entertainment,21622
1696,373,Education,44841
1697,423,Healthcare,5510
1698,499,Food,19967
1699,480,Insurance,42040
1700,363,Education,8082
1701,338,Entertainment,25728
1702,33,Travel,36655
1703,179,Utilities,46868
1704,432,Rent,46560
1705,266,Rent,11510
1706,268,Travel,13536
1707,13,Healthcare,49414
1708,207,Entertainment,19358
1709,222,Utilities,14851
1710,361,Rent,11676
1711,337,Shopping,37792
1712,64,Healthcare,40018
1713,90,Insurance,26584
1714,334,Insurance,30270
1715,465,Education,39908
1716,1,Utilities,16106
1717,18,Entertainment,17870
1718,444,Utilities,23640
1719,441,EMI,13182
1720,104,Travel,46922
1721,218,Shopping,23254
1722,264,Shopping,44755
1723,421,EMI,43202
1724,419,Insurance,14673
1725,341,Education,32156
1726,16,Healthcare,11595
1727,414,Education,28175
1728,187,Entertainment,8623
1729,392,Rent,10635
1730,457,Education,40255
1731,198,Education,25137
1732,414,Rent,41641
1733,106,Utilities,43329
1734,161,EMI,14113
1735,142,EMI,32912
1736,12,Food,30331
1737,96,Rent,29090
1738,498,Entertainment,37158
1739,37,EMI,9581
1740,234,Education,31489
1741,149,Shopping,37810
1742,223,Entertainment,39982
1743,191,Food,44854
1744,159,Utilities,28191
1745,424,Travel,45975
1746,105,Shopping,45095
1747,469,Travel,22468
1748,356,Travel,35980
1749,188,EMI,48308
1750,396,Food,18739
1751,439,Utilities,8051
1752,323,EMI,14598
1753,30,Shopping,36122
1754,374,Food,15710
1755,452,Education,44793
1756,126,Rent,39238
1757,219,Entertainment,38709
1758,103,Education,38456
1759,210,Healthcare,41402
1760,53,Education,26528
1761,452,Food,24820
1762,460,Travel,33341
1763,284,Education,21342
1764,273,Utilities,46962
1765,150,Shopping,6812
1766,342,Travel,35772
1767,275,Travel,27882
1768,330,Entertainment,41201
1769,12,Healthcare,40359
1770,485,EMI,46015
1771,224,Rent,44517
1772,48,Travel,13163
1773,219,EMI,25633
1774,270,Insurance,10845
1775,68,Entertainment,35750
1776,135,Healthcare,21716
1777,318,Insurance,13209
1778,93,Education,17439
1779,160,Entertainment,24909
1780,131,Education,29848
1781,389,Insurance,19904
1782,157,Food,36306
1783,312,Food,37665
1784,433,Entertainment,6080
1785,86,Entertainment,24887
1786,199,EMI,12953
1787,354,Travel,42405
1788,222,Entertainment,40759
1789,46,Education,29138
1790,5,Travel,16737
1791,298,Shopping,22889
1792,128,Rent,20307
1793,298,Rent,30595
1794,124,Food,36501
1795,212,Education,21383
1796,456,Insurance,47339
1797,245,Shopping,43224
1798,138,Utilities,25312
1799,256,Food,48803
1800,131,Utilities,25123
1801,355,Education,12539
1802,239,Shopping,6246
1803,296,Entertainment,12706
1804,5,EMI,17885
1805,316,EMI,10512
1806,233,Entertainment,49213
1807,391,Food,42480
1808,340,Healthcare,19992
1809,142,Food,18708
1810,478,Utilities,21347
1811,321,Utilities,30275
1812,201,Food,32898
1813,137,Rent,35724
1814,309,EMI,43326
1815,284,Travel,41469
1816,314,Rent,41240
1817,247,Insurance,20706
1818,203,Rent,47484
1819,111,Utilities,44230
1820,338,Insurance,7654
1821,204,Insurance,43571
1822,470,Travel,19754
1823,39,Food,31884
1824,419,Rent,32612
1825,204,Travel,22034
1826,356,Food,19047
1827,94,Rent,7561
1828,444,Food,19705
1829,388,Education,32220
1830,396,Entertainment,13605
1831,306,Healthcare,36990
1832,418,Food,13255
1833,86,Shopping,41892
1834,123,Entertainment,40780
1835,264,Food,21970
1836,133,Travel,6725
1837,417,Rent,37536
1838,338,Rent,45522
1839,200,Utilities,7946
1840,484,Healthcare,42328
1841,255,Travel,48299
1842,60,EMI,42035
1843,231,EMI,5257
1844,235,Insurance,15350
1845,305,Healthcare,8830
1846,78,EMI,44133
1847,393,Travel,45874
1848,24,EMI,15932
1849,222,Food,9582
1850,256,Food,28481
1851,283,Education,22084
1852,268,Travel,16806
1853,349,Utilities,37610
1854,232,Healthcare,21205
1855,11,Education,18380
1856,475,Food,32105
1857,56,Utilities,37208
1858,453,Education,41002
1859,335,Healthcare,10866
1860,140,Insurance,9221
1861,215,Travel,5354
1862,37,Food,19997
1863,340,Food,6650
1864,414,Shopping,15457
1865,384,Insurance,22871
1866,246,Healthcare,16411
1867,173,Food,24274
1868,61,Rent,46897
1869,313,Shopping,22333
1870,81,Healthcare,11844
1871,282,Shopping,13260
1872,346,Travel,44652
1873,52,EMI,22016
1874,135,Entertainment,18318
1875,168,Shopping,21438
1876,157,Healthcare,19292
1877,371,Utilities,15190
1878,246,Healthcare,28764
1879,368,EMI,13895
1880,322,Healthcare,16311
1881,137,Travel,30995
1882,170,Utilities,27008
1883,49,Food,12192
1884,158,Shopping,8080
1885,161,Food,26909
1886,37,Shopping,46086
1887,90,Education,11645
1888,258,EMI,47782
1889,132,Shopping,20769
1890,252,Rent,5520
1891,89,Insurance,27111
1892,83,EMI,19867
1893,364,Food,23939
1894,83,Healthcare,44481
1895,452,Food,20714
1896,347,Insurance,31919
1897,16,Utilities,20465
1898,176,Rent,6363
1899,11,Insurance,9440
1900,269,Education,18159
1901,187,Rent,25838
1902,246,Shopping,19644
1903,407,Shopping,15172
1904,187,Travel,44536
1905,7,Healthcare,17482
1906,364,EMI,39369
1907,242,Healthcare,21359
1908,345,Shopping,31338
1909,184,Shopping,44252
1910,243,Rent,6102
1911,382,Rent,35765
1912,461,Healthcare,29299
1913,149,Education,39741
1914,482,Shopping,29621
1915,437,Food,18691
1916,373,Entertainment,23104
1917,290,Education,26350
1918,304,Travel,6649
1919,290,Shopping,32202
1920,246,Healthcare,7560
1921,189,Insurance,42350
1922,20,Food,27750
1923,415,Education,39274
1924,26,Travel,34122
1925,161,Utilities,18370
1926,349,EMI,27049
1927,467,Entertainment,32364
1928,21,Utilities,26861
1929,249,Entertainment,13823
1930,223,Utilities,32337
1931,247,Insurance,32974
1932,247,Food,27421
1933,454,Rent,6103
1934,486,EMI,33167
1935,11,Food,17017
1936,468,Entertainment,35538
1937,148,Travel,36588
1938,320,Insurance,42603
1939,289,Shopping,27654
1940,259,Healthcare,36408
1941,231,Utilities,12091
1942,492,Rent,11632
1943,117,Healthcare,39043
1944,211,Rent,43334
1945,459,Education,23779
1946,369,Travel,46392
1947,95,EMI,48481
1948,177,EMI,22129
1949,96,Healthcare,36799
1950,446,Food,36663
1951,348,Insurance,30482
1952,234,Travel,38714
1953,348,Healthcare,28164
1954,39,Education,31275
1955,305,Entertainment,27049
1956,479,Education,8181
1957,346,Shopping,17884
1958,265,Education,17965
1959,184,Insurance,43176
1960,45,Insurance,49275
1961,198,Shopping,19146
1962,47,Travel,15695
1963,87,Shopping,10887
1964,74,Healthcare,36479
1965,217,Food,24541
1966,290,Rent,41615
1967,469,Insurance,21912
1968,277,Insurance,49348
1969,124,Shopping,12348
1970,27,Education,12204
1971,73,Food,34834
1972,479,Food,20308
1973,248,Rent,31608
1974,209,Education,35114
1975,113,Entertainment,38942
1976,246,Shopping,7653
1977,455,Shopping,22401
1978,193,EMI,21200
1979,365,Rent,15542
1980,265,Food,20291
1981,177,Healthcare,44945
1982,424,Food,23941
1983,22,Travel,26925
1984,401,Insurance,21844
1985,246,Utilities,33766
1986,337,Entertainment,18451
1987,335,Shopping,21152
1988,341,Shopping,8933
1989,321,Food,31490
1990,184,Food,49949
1991,327,Healthcare,24721
1992,125,Travel,28028
1993,271,Insurance,46047
1994,480,Healthcare,47600
1995,243,Rent,31347
1996,406,Food,5969
1997,150,EMI,11771
1998,32,Rent,25893
1999,209,Insurance,49811
2000,406,Rent,20349
2001,454,Shopping,48095
2002,9,Entertainment,43317
2003,132,EMI,49829
2004,197,Rent,32273
2005,310,Travel,18752
2006,408,Shopping,49637
2007,431,Rent,5756
2008,441,Education,8481
2009,291,Shopping,39436
2010,305,Insurance,22890
2011,430,Rent,24614
2012,27,Shopping,26710
2013,411,Insurance,45036
2014,154,Food,42829
2015,393,Shopping,30298
2016,280,Education,43645
2017,422,Food,49708
2018,180,Shopping,39112
2019,217,Entertainment,9052
2020,144,Healthcare,40204
2021,415,Travel,36828
2022,292,Education,29872
2023,148,EMI,36853
2024,218,Shopping,5615
2025,448,Utilities,33055
2026,152,Rent,12235
2027,46,EMI,28555
2028,294,Utilities,45755
2029,29,Food,29243
2030,483,Insurance,28738
2031,473,Education,40911
2032,462,Utilities,31660
2033,30,EMI,11539
2034,469,Travel,33233
2035,76,EMI,15013
2036,147,Healthcare,33827
2037,6,Education,18399
2038,21,Entertainment,31276
2039,151,Food,44879
2040,102,Education,11483
2041,169,Insurance,13311
2042,492,Healthcare,15308
2043,423,Food,22133
2044,30,Education,47136
2045,76,Healthcare,12239
2046,58,EMI,45787
2047,421,Food,29386
2048,281,Rent,45828
2049,376,Entertainment,36115
2050,105,Travel,23483
2051,52,EMI,27277
2052,68,Entertainment,26669
2053,427,Travel,6225
2054,491,Food,42813
2055,68,Shopping,18988
2056,373,Insurance,31304
2057,160,Utilities,33095
2058,127,Healthcare,40421
2059,132,Insurance,29992
2060,488,Healthcare,8750
2061,131,Shopping,34418
2062,144,Entertainment,23418
2063,400,Rent,30294
2064,437,Education,22437
2065,36,Shopping,44260
2066,269,Education,15773
2067,135,Entertainment,28717
2068,195,Education,8800
2069,439,Travel,41044
2070,182,Entertainment,9907
2071,214,Food,8396
2072,450,EMI,29949
2073,498,Entertainment,40334
2074,395,Rent,32729
2075,324,Education,21036
2076,183,Education,22913
2077,84,Rent,27682
2078,349,Rent,35437
2079,112,EMI,46669
2080,182,Education,33556
2081,354,EMI,24066
2082,419,EMI,45660
2083,367,Shopping,25079
2084,494,EMI,44703
2085,91,Travel,10561
2086,298,Food,20647
2087,409,EMI,25512
2088,231,Insurance,40545
2089,209,Shopping,26255
2090,117,Food,11877
2091,493,Education,6509
2092,134,Utilities,28745
2093,104,Food,35405
2094,326,Healthcare,10666
2095,264,Entertainment,13755
2096,26,Travel,22157
2097,350,Insurance,40374
2098,140,Travel,27295
2099,286,Shopping,19227
2100,410,Food,14599
2101,282,Healthcare,49344
2102,20,Rent,46130
2103,369,Entertainment,29849
2104,120,Utilities,16231
2105,498,Food,16852
2106,284,Entertainment,48272
2107,245,Utilities,24492
2108,271,EMI,22533
2109,429,Insurance,41825
2110,421,Shopping,19667
2111,3,Shopping,32828
2112,106,Utilities,43395
2113,128,Education,37238
2114,327,Education,42101
2115,45,Utilities,46576
2116,237,Entertainment,44991
2117,464,Shopping,7793
2118,288,Travel,27883
2119,231,Rent,42945
2120,423,Rent,14924
2121,191,EMI,30153
2122,330,Entertainment,46013
2123,93,Utilities,20900
2124,239,Food,9228
2125,454,EMI,25130
2126,398,EMI,20319
2127,469,Shopping,38714
2128,365,Insurance,21584
2129,40,Healthcare,5840
2130,417,Travel,34409
2131,308,Entertainment,11112
2132,303,Shopping,37416
2133,407,Utilities,21651
2134,361,Entertainment,30893
2135,128,Education,37094
2136,82,Shopping,19140
2137,419,EMI,36080
2138,154,Shopping,32821
2139,478,Rent,36841
2140,427,Entertainment,14701
2141,115,Travel,48120
2142,147,Travel,5726
2143,356,Healthcare,42533
2144,313,EMI,22162
2145,402,Utilities,21285
2146,204,Food,11906
2147,370,Insurance,40770
2148,96,Education,40796
2149,157,Healthcare,19013
2150,248,Healthcare,45559
2151,324,Insurance,10486
2152,256,Insurance,17736
2153,42,EMI,33092
2154,478,Utilities,7240
2155,422,Travel,29457
2156,463,Food,9609
2157,39,Utilities,23172
2158,182,Rent,13716
2159,350,Shopping,14336
2160,442,Travel,17773
2161,53,Education,13500
2162,189,Education,29309
2163,162,Travel,28528
2164,141,Rent,21783
2165,22,Rent,41241
2166,78,Food,14463
2167,55,Entertainment,47413
2168,135,Education,32003
2169,131,Shopping,17424
2170,195,Entertainment,8670
2171,218,EMI,27312
2172,163,Rent,48117
2173,441,Rent,29882
2174,76,Healthcare,40879
2175,473,Education,32239
2176,437,EMI,9367
2177,255,Entertainment,23268
2178,322,Entertainment,42813
2179,314,Entertainment,37972
2180,148,Utilities,29115
2181,212,Shopping,33987
2182,38,EMI,39939
2183,375,EMI,42757
2184,162,Shopping,35906
2185,300,Shopping,31846
2186,409,Food,16977
2187,210,Travel,21908
2188,76,EMI,14210
2189,6,Shopping,23032
2190,192,Travel,29161
2191,42,Shopping,34385
2192,485,Food,37679
2193,378,Rent,39990
2194,249,Insurance,22141
2195,143,Shopping,43002
2196,361,Insurance,45822
2197,59,Insurance,36663
2198,336,EMI,35389
2199,308,Travel,21428
2200,433,Travel,48966
2201,200,Insurance,42424
2202,318,Healthcare,48331
2203,102,Insurance,44142
2204,40,Food,35248
2205,247,Travel,43009
2206,231,Healthcare,7782
2207,154,Insurance,5453
2208,296,Healthcare,6994
2209,216,EMI,9833
2210,102,Travel,41211
2211,302,Travel,39929
2212,104,Entertainment,39962
2213,249,Rent,43798
2214,191,Shopping,34984
2215,288,EMI,37010
2216,166,Rent,31544
2217,483,EMI,22331
2218,23,Food,22674
2219,429,Shopping,23186
2220,295,Shopping,27847
2221,290,Shopping,39429
2222,81,EMI,24215
2223,355,Shopping,12686
2224,42,Rent,17186
2225,176,Utilities,11821
2226,180,Healthcare,37660
2227,499,Healthcare,19692
2228,277,Utilities,23379
2229,44,EMI,49293
2230,132,EMI,9343
2231,324,Travel,34350
2232,262,Rent,19956
2233,206,Shopping,34589
2234,353,Education,8811
2235,247,Insurance,15819
2236,297,Travel,43582
2237,328,Food,14153
2238,428,Healthcare,18621
2239,225,Shopping,43664
2240,487,Entertainment,33432
2241,286,Healthcare,5591
2242,14,Travel,22341
2243,342,Food,17173
2244,307,Utilities,18673
2245,282,Education,15600
2246,234,Utilities,20528
2247,354,Utilities,28795
2248,132,Insurance,24797
2249,157,Shopping,21287
2250,191,EMI,11747
2251,454,Education,42766
2252,272,Food,43032
2253,438,EMI,48578
2254,153,Education,30709
2255,308,Shopping,44283
2256,418,Travel,17783
2257,374,Insurance,13958
2258,230,Healthcare,13105
2259,240,Shopping,45513
2260,475,Food,38627
2261,395,Travel,24765
2262,493,Education,11145
2263,89,Utilities,35022
2264,290,Travel,44182
2265,180,Food,16480
2266,418,Rent,49067
2267,439,Food,35086
2268,160,Education,34826
2269,203,Entertainment,22827
2270,123,Travel,7730
2271,497,Rent,36153
2272,350,EMI,22651
2273,360,Travel,22582
2274,451,Travel,30130
2275,227,Entertainment,8979
2276,250,Rent,45242
2277,168,Entertainment,27515
2278,477,EMI,31007
2279,233,Insurance,43743
2280,232,Rent,26220
2281,37,Food,47003
2282,167,Shopping,37580
2283,343,Shopping,47597
2284,20,Rent,36760
2285,327,Insurance,40584
2286,200,Utilities,43828
2287,112,EMI,33573
2288,440,Food,25876
2289,261,Entertainment,47366
2290,454,EMI,29662
2291,238,Shopping,41325
2292,377,Insurance,36360
2293,144,Utilities,18925
2294,345,Travel,27912
2295,106,Healthcare,38576
2296,8,Travel,37715
2297,418,Utilities,12096
2298,300,Shopping,49226
2299,148,EMI,33192
2300,13,Insurance,16089
2301,89,Entertainment,14541
2302,229,Food,17990
2303,67,Food,11986
2304,296,Healthcare,31278
2305,25,Healthcare,13377
2306,412,Education,40695
2307,205,Insurance,9012
2308,168,EMI,35529
2309,204,Utilities,21970
2310,408,Rent,7114
2311,306,Utilities,6939
2312,148,Travel,10004
2313,138,Travel,40351
2314,96,Healthcare,43588
2315,315,EMI,34590
2316,377,Entertainment,31353
2317,33,Healthcare,6434
2318,482,Insurance,8624
2319,59,Shopping,40432
2320,297,Education,30921
