goal_id,user_id,goal_name,target_amount,current_amount,deadline
589,462,Vacation,726498,82423,2028-02-03
590,142,Vacation,947928,375620,2027-09-20
591,105,House Down Payment,982601,444431,2028-03-12
592,385,House Down Payment,201588,143280,2028-04-24
593,418,Emergency Fund,411511,92650,2027-03-18
594,138,Vacation,664992,629279,2026-09-20
595,107,House Down Payment,994073,290605,2028-08-05
596,380,Car Purchase,177709,134214,2028-12-05
597,404,Car Purchase,826258,156968,2027-01-12
598,68,House Down Payment,103069,83181,2028-05-23
599,89,House Down Payment,98093,85726,2026-11-13
600,96,House Down Payment,118449,110594,2029-02-21
601,237,House Down Payment,242710,234488,2029-02-21
602,175,Emergency Fund,166507,96397,2027-01-04
603,201,House Down Payment,241454,70226,2026-10-02
604,455,Emergency Fund,981446,312770,2027-11-08
605,158,House Down Payment,708521,134031,2027-12-28
606,200,House Down Payment,781539,200524,2027-01-24
607,355,Emergency Fund,987025,289485,2029-05-20
608,463,Car Purchase,451568,210710,2027-07-24
609,500,Vacation,828464,48925,2029-02-24
610,76,Vacation,899882,371775,2029-03-20
611,479,House Down Payment,375706,313866,2027-02-07
612,168,House Down Payment,59741,36382,2027-01-06
613,407,Car Purchase,845765,214651,2028-12-22
614,454,Car Purchase,906485,646421,2028-07-09
615,318,Vacation,917063,564817,2028-01-05
616,317,Vacation,841162,113993,2027-12-06
617,103,Vacation,101986,91159,2026-09-05
618,99,Car Purchase,749766,547609,2028-08-24
619,216,Vacation,199682,108680,2027-11-09
620,78,Car Purchase,932716,239302,2028-07-23
621,479,Vacation,605937,36665,2027-11-04
622,51,Emergency Fund,341679,14361,2029-05-21
623,244,Emergency Fund,606324,501203,2026-11-28
624,163,Emergency Fund,497622,289261,2026-12-03
625,81,House Down Payment,304905,160087,2027-12-29
626,294,Car Purchase,838860,603568,2027-10-18
627,19,House Down Payment,851873,526451,2028-05-27
628,140,Emergency Fund,245435,241804,2028-10-26
629,485,Emergency Fund,211440,88150,2028-04-03
630,229,Car Purchase,854635,335593,2029-03-28
631,331,Car Purchase,523268,15829,2028-07-15
632,92,Vacation,708050,451685,2028-11-16
633,61,House Down Payment,859323,278095,2027-10-13
634,379,Car Purchase,906971,156715,2029-05-31
635,491,Car Purchase,411849,368298,2029-07-06
636,161,Car Purchase,842146,235892,2029-05-16
637,274,Emergency Fund,362265,73859,2029-01-16
638,132,Car Purchase,701590,681561,2028-11-10
639,30,Emergency Fund,144306,91601,2026-11-13
640,162,Emergency Fund,317485,198557,2028-08-29
641,17,Emergency Fund,292198,91901,2028-04-15
642,301,Vacation,266466,57624,2026-07-19
643,179,Vacation,540801,11272,2027-02-28
644,145,Car Purchase,968378,102908,2029-01-17
645,33,Car Purchase,381385,200389,2028-07-19
646,98,Emergency Fund,133560,78943,2027-09-10
647,101,Car Purchase,77108,70772,2029-03-14
648,366,Emergency Fund,852566,310779,2027-01-30
649,381,Emergency Fund,576316,311814,2027-08-12
650,197,Car Purchase,86723,18131,2028-08-02
651,416,Vacation,249744,213133,2028-04-16
652,198,Car Purchase,606192,33304,2026-08-07
653,287,Vacation,420390,294874,2026-12-09
654,310,House Down Payment,765837,634397,2028-04-24
655,367,Car Purchase,679895,326012,2029-02-26
656,325,Vacation,571867,97216,2028-02-12
657,113,House Down Payment,578947,285688,2027-01-16
658,302,Emergency Fund,878194,229815,2028-06-15
659,345,Car Purchase,169063,97250,2028-06-25
660,463,House Down Payment,972794,546120,2026-12-12
661,494,Emergency Fund,998005,148531,2027-01-09
662,74,Emergency Fund,851075,160061,2028-08-29
663,268,Emergency Fund,515418,118110,2029-03-18
664,112,House Down Payment,56988,12173,2028-11-09
665,244,House Down Payment,791116,485546,2027-06-15
666,72,Emergency Fund,766743,482901,2027-10-14
667,141,House Down Payment,747435,701524,2029-04-28
668,121,Emergency Fund,913842,327157,2026-07-22
669,270,Car Purchase,816852,735458,2028-07-12
670,461,Emergency Fund,916674,311057,2028-06-23
671,330,Emergency Fund,814500,393126,2027-02-03
672,402,House Down Payment,127733,69577,2029-02-18
673,161,Vacation,432038,360292,2028-04-28
674,155,Emergency Fund,588267,118444,2029-05-21
675,316,House Down Payment,125213,16506,2027-01-12
676,44,Car Purchase,535170,491079,2028-04-08
677,442,Vacation,551487,512665,2029-01-22
678,442,Vacation,137029,38190,2028-01-31
679,178,Car Purchase,71326,39937,2026-12-07
680,254,Vacation,235361,139325,2028-08-07
681,150,House Down Payment,499186,162887,2028-08-02
682,331,Vacation,765942,239146,2028-06-30
683,361,Vacation,201487,50539,2027-03-10
684,100,Vacation,408402,293797,2028-05-26
685,57,Car Purchase,938512,759925,2028-02-22
686,353,House Down Payment,626957,318903,2028-12-08
687,450,Emergency Fund,740423,154958,2027-12-29
688,70,Vacation,177015,92070,2028-11-30
689,276,Car Purchase,357304,318577,2027-02-19
690,26,House Down Payment,443361,324075,2027-04-17
691,171,Car Purchase,842681,353236,2027-02-28
692,64,Vacation,545109,30548,2029-06-28
693,382,House Down Payment,570485,513626,2028-04-22
694,483,Emergency Fund,100192,36145,2026-11-28
695,409,Vacation,526618,207977,2026-11-09
696,371,Emergency Fund,607774,345204,2029-03-07
697,347,Emergency Fund,528609,210594,2029-03-27
698,147,Car Purchase,984767,676709,2027-12-15
699,197,Car Purchase,825428,384028,2027-10-29
700,448,Vacation,226428,58172,2026-09-05
701,373,House Down Payment,641643,48012,2029-07-16
702,271,House Down Payment,721989,437273,2028-06-26
703,485,Emergency Fund,947124,845945,2028-02-08
704,58,Emergency Fund,544112,65058,2026-09-15
705,396,Vacation,489946,135343,2028-05-13
706,25,Car Purchase,181766,14884,2028-08-16
707,172,Vacation,151023,16020,2028-01-31
708,1,Vacation,482467,466807,2028-08-26
709,74,Car Purchase,225398,204852,2027-01-08
710,68,Vacation,593741,187349,2027-11-24
711,180,Emergency Fund,840307,568062,2026-09-25
712,186,Vacation,75192,72988,2027-06-27
713,26,Vacation,947806,677129,2028-08-10
714,481,House Down Payment,635793,83952,2028-06-01
715,151,House Down Payment,801678,307026,2028-11-16
716,280,Car Purchase,83473,36516,2028-04-22
717,425,Car Purchase,441873,252968,2027-05-15
718,373,House Down Payment,131481,11553,2028-05-10
719,234,Emergency Fund,889320,69016,2028-09-28
720,65,Car Purchase,807722,772827,2027-12-25
721,260,Car Purchase,902611,865665,2028-08-01
722,448,House Down Payment,525381,356314,2026-08-30
723,44,Emergency Fund,608967,191171,2027-05-23
724,264,House Down Payment,87536,46305,2027-03-07
725,19,Emergency Fund,50192,16988,2027-10-23
726,182,House Down Payment,279042,53407,2026-09-02
727,182,Vacation,356741,204279,2026-12-28
728,198,House Down Payment,484578,12161,2028-07-24
729,138,Emergency Fund,58622,25111,2027-02-10
730,79,House Down Payment,989928,892540,2029-01-10
731,272,Emergency Fund,171082,27282,2027-02-28
732,86,House Down Payment,147044,142057,2028-07-17
733,108,Vacation,693910,157248,2029-05-17
734,257,Emergency Fund,718399,146157,2028-09-18
735,483,Emergency Fund,176086,125082,2028-05-24
736,271,Car Purchase,386762,57877,2029-06-02
737,421,Car Purchase,918715,660069,2027-03-15
738,441,Emergency Fund,757650,17462,2027-08-23
739,323,Car Purchase,932381,893280,2027-04-03
740,486,Car Purchase,733774,509716,2029-04-19
741,158,House Down Payment,871518,792323,2026-07-25
742,52,Vacation,700677,421843,2029-02-23
743,494,Vacation,626706,259770,2028-06-10
744,48,Vacation,392669,63746,2026-08-24
745,309,Car Purchase,848375,840481,2027-02-19
746,11,Emergency Fund,680648,359051,2027-07-18
747,343,Vacation,154784,144986,2028-02-21
748,423,Car Purchase,646771,90231,2028-07-12
749,319,Vacation,89031,54268,2028-10-20
750,486,House Down Payment,565376,75558,2027-07-27
751,463,Emergency Fund,238668,180762,2026-10-16
752,139,Vacation,397178,148849,2028-03-29
753,11,Vacation,715351,166210,2027-07-09
754,415,House Down Payment,498208,401180,2027-09-03
755,75,Emergency Fund,989156,603815,2026-09-15
756,140,Car Purchase,91919,88963,2027-11-27
757,493,Emergency Fund,101242,82178,2028-09-25
758,177,Vacation,894476,493701,2028-04-16
759,479,Vacation,556078,332419,2026-09-18
760,111,House Down Payment,142106,38698,2027-09-24
761,424,House Down Payment,597001,141889,2027-12-16
762,252,House Down Payment,981384,929270,2029-05-04
763,356,Emergency Fund,441828,331652,2026-10-14
764,186,House Down Payment,938732,223965,2027-07-02
765,249,House Down Payment,935778,305697,2028-01-13
766,468,Car Purchase,828782,322101,2027-03-14
767,240,Car Purchase,220149,57724,2026-10-23
768,115,Car Purchase,842642,165196,2027-01-27
769,73,Car Purchase,110641,32039,2028-08-11
770,150,Car Purchase,433122,134250,2027-09-10
771,226,Emergency Fund,163716,145272,2027-04-19
772,468,Car Purchase,686709,593758,2028-10-22
773,250,Car Purchase,394865,106469,2028-08-19
774,100,Car Purchase,90112,76885,2027-10-03
775,371,Car Purchase,266114,10738,2029-06-03
776,85,Vacation,735250,38426,2027-10-25
777,292,Car Purchase,646566,557690,2027-07-09
778,330,Car Purchase,101891,90009,2027-04-16
779,80,Vacation,495325,104879,2028-12-21
780,304,Vacation,732616,630146,2027-08-25
781,300,House Down Payment,260611,156656,2028-03-17
782,146,Car Purchase,490353,140535,2027-09-07
783,293,House Down Payment,836877,742805,2029-01-22
784,289,House Down Payment,254082,104963,2028-02-11
785,32,Vacation,53373,15065,2028-09-24
786,263,Vacation,85264,29773,2029-04-23
787,464,Emergency Fund,596936,168691,2028-10-31
788,293,Vacation,645713,576461,2028-12-25
789,366,Car Purchase,535209,257253,2029-02-02
790,107,Emergency Fund,600148,93817,2027-01-12
791,92,Vacation,630756,553592,2028-08-29
792,487,Emergency Fund,510594,116962,2027-08-06
793,45,House Down Payment,423285,10752,2029-05-13
794,478,Car Purchase,198579,58303,2027-08-27
795,464,House Down Payment,544324,83469,2027-05-14
796,429,Emergency Fund,163317,119503,2028-10-17
797,139,Emergency Fund,80243,40392,2026-08-22
798,145,Car Purchase,737075,384724,2026-07-25
799,338,House Down Payment,693838,629778,2027-05-20
800,97,Car Purchase,879045,254334,2027-03-06
801,183,House Down Payment,88778,14317,2028-06-19
802,301,Emergency Fund,321225,213462,2028-04-03
803,283,Emergency Fund,587694,502678,2027-10-10
804,197,Emergency Fund,972785,318601,2027-02-27
805,307,Car Purchase,492583,421108,2028-02-18
806,148,House Down Payment,144052,30637,2026-11-04
807,339,Emergency Fund,300866,277705,2026-10-24
808,384,House Down Payment,489986,237253,2027-09-07
809,156,Car Purchase,169368,22565,2026-09-08
810,225,Car Purchase,912435,535410,2029-01-18
811,166,Emergency Fund,253345,133783,2028-06-17
812,494,House Down Payment,578843,510555,2026-12-12
813,366,Emergency Fund,311276,196410,2027-10-07
814,278,Car Purchase,741937,704138,2026-11-12
815,221,Car Purchase,237743,28753,2027-12-25
816,463,Car Purchase,840395,301579,2028-08-09
817,468,House Down Payment,751870,551901,2028-05-09
818,382,Car Purchase,420076,366147,2027-03-16
819,45,Car Purchase,456217,187312,2027-01-30
820,396,House Down Payment,404414,44484,2027-09-12
821,331,Car Purchase,910263,801233,2028-12-27
822,288,Car Purchase,336597,206024,2027-09-26
823,424,Car Purchase,640639,148273,2027-03-24
824,422,Car Purchase,424923,341712,2028-12-17
825,11,Car Purchase,966360,112925,2026-08-30
826,220,Car Purchase,264997,251112,2028-11-30
827,156,Car Purchase,877828,513004,2027-02-12
828,121,Car Purchase,930518,512894,2029-02-25
829,187,Emergency Fund,835956,366119,2026-09-27
830,323,Emergency Fund,570751,209369,2026-08-26
831,93,House Down Payment,326305,242801,2028-07-17
832,193,House Down Payment,270169,67618,2029-06-01
833,343,Emergency Fund,211117,204816,2028-12-29
834,467,House Down Payment,268357,31474,2029-06-17
835,324,Emergency Fund,453815,272846,2027-03-19
836,213,House Down Payment,563937,514412,2028-12-09
837,457,Emergency Fund,556344,195759,2027-03-13
838,234,Car Purchase,315580,206986,2028-04-11
839,159,House Down Payment,195643,141758,2028-09-12
840,48,House Down Payment,856805,79199,2028-02-27
841,204,Car Purchase,280465,126945,2028-06-02
842,429,House Down Payment,256438,144126,2027-12-23
843,358,Vacation,882735,665896,2029-01-19
844,100,Emergency Fund,252800,78260,2027-01-15
845,147,House Down Payment,495897,334064,2028-06-29
846,489,House Down Payment,936512,809648,2029-03-13
847,97,Car Purchase,547074,48292,2027-03-25
848,423,House Down Payment,994127,662609,2028-09-12
849,196,Car Purchase,62165,31301,2028-06-12
850,429,Car Purchase,664091,530165,2027-10-10
851,94,Emergency Fund,679542,403968,2028-03-08
852,346,Vacation,877429,406609,2027-07-16
853,33,House Down Payment,247682,60389,2028-08-20
854,253,Vacation,616899,584139,2028-03-17
855,141,Car Purchase,946834,23488,2029-06-14
856,182,Car Purchase,596481,56798,2027-03-23
857,116,House Down Payment,703051,550408,2026-09-19
858,337,Car Purchase,588065,305400,2026-08-21
859,158,Car Purchase,97067,86164,2027-09-23
860,87,House Down Payment,96151,32839,2027-05-21
861,459,House Down Payment,330847,326516,2027-04-27
862,131,Emergency Fund,271530,217004,2027-07-24
863,320,Emergency Fund,521435,222823,2028-04-11
864,356,Vacation,694944,203877,2028-09-04
865,292,Car Purchase,998682,961484,2027-08-17
866,383,Emergency Fund,964276,659969,2026-11-10
867,56,Vacation,210453,196708,2026-08-10
868,197,House Down Payment,752149,520756,2029-02-22
869,42,Car Purchase,846585,602857,2027-01-28
870,6,Car Purchase,960681,373102,2026-09-11
871,446,Car Purchase,893264,608533,2029-05-06
872,15,Vacation,192659,13533,2028-04-20
873,203,House Down Payment,65135,39744,2026-09-02
874,259,House Down Payment,118358,93423,2027-05-31
875,330,Vacation,255670,149826,2029-04-25
876,229,Car Purchase,742202,157610,2029-07-06
877,214,House Down Payment,841043,122583,2028-08-12
878,25,Car Purchase,567469,342301,2029-02-20
879,262,House Down Payment,938721,642109,2027-03-31
880,140,Vacation,122527,66080,2026-07-26
881,475,Vacation,503021,418484,2027-05-13
882,36,Emergency Fund,507144,366300,2026-10-04
883,239,Emergency Fund,643948,413440,2027-07-23
884,39,House Down Payment,76665,60379,2028-05-10
885,309,Emergency Fund,356107,90399,2028-11-01
886,472,Vacation,105019,62138,2028-07-29
887,265,Car Purchase,687794,387342,2029-01-28
888,67,Car Purchase,71438,61504,2027-10-15
889,481,Emergency Fund,168519,123374,2027-03-10
890,440,Car Purchase,382706,31267,2027-11-29
891,177,Emergency Fund,102578,19782,2029-04-03
892,471,Car Purchase,85159,46381,2028-06-29
893,318,Car Purchase,737360,462097,2026-07-21
894,499,Vacation,602146,266960,2027-01-25
895,81,House Down Payment,317457,224463,2028-12-08
896,151,Vacation,54022,20911,2029-05-24
897,11,House Down Payment,693667,158186,2027-05-29
898,43,Emergency Fund,198119,128636,2029-04-20
899,219,Vacation,584425,126942,2028-05-01
900,464,House Down Payment,316309,262005,2026-12-06
901,337,House Down Payment,338025,121981,2028-01-19
902,327,Vacation,591208,329095,2027-02-27
903,163,Car Purchase,697425,10111,2028-12-17
904,386,Car Purchase,873248,717027,2029-01-29
905,336,Car Purchase,431772,218985,2028-10-13
906,242,Emergency Fund,395040,219282,2026-07-20
907,179,Vacation,972617,422094,2027-03-09
908,361,Vacation,919854,283932,2027-01-31
909,215,Vacation,134433,45409,2027-11-08
910,420,Vacation,359313,201805,2029-01-16
911,120,House Down Payment,479313,361566,2028-04-26
912,283,House Down Payment,502793,279710,2027-01-25
913,313,Car Purchase,625813,130015,2028-06-20
914,140,House Down Payment,865063,448503,2026-10-20
915,234,Emergency Fund,612342,190698,2029-02-10
916,389,Vacation,972169,416071,2027-12-18
917,243,Emergency Fund,160245,110296,2028-03-19
918,246,Vacation,323609,201194,2027-01-28
919,228,Vacation,713596,175608,2028-02-16
920,377,Car Purchase,85869,63224,2027-07-07
921,443,Car Purchase,894353,664426,2028-10-07
922,19,Car Purchase,114231,46438,2027-07-10
923,394,Emergency Fund,477129,156640,2028-10-06
924,56,House Down Payment,410503,190558,2027-08-02
925,487,Vacation,143663,105400,2028-02-09
926,76,House Down Payment,919900,306835,2027-01-12
927,335,Emergency Fund,615317,497996,2028-11-28
928,291,Emergency Fund,92299,65027,2029-04-14
929,358,Car Purchase,53961,44483,2026-10-08
930,283,Car Purchase,106585,44908,2027-06-26
931,154,Car Purchase,818248,140417,2027-02-27
932,379,House Down Payment,377829,223587,2026-11-12
933,160,Car Purchase,271033,92048,2028-01-20
934,349,Vacation,328549,221152,2028-10-09
935,327,Emergency Fund,293375,246028,2029-07-01
936,314,Emergency Fund,902812,236666,2029-05-29
937,182,Car Purchase,528103,380038,2028-08-09
938,376,Emergency Fund,890105,307207,2028-09-03
939,16,House Down Payment,383927,61238,2029-03-13
940,75,Vacation,263365,195496,2027-09-12
941,41,Emergency Fund,203261,50292,2026-08-29
942,69,Vacation,234924,130879,2029-01-28
943,152,Car Purchase,455730,145254,2029-03-20
944,244,House Down Payment,352879,227806,2027-07-25
945,185,House Down Payment,118417,18881,2029-06-09
946,277,Vacation,62822,30117,2027-09-22
947,361,Emergency Fund,518724,493324,2028-03-25
948,407,Vacation,928353,893259,2027-06-10
949,469,Car Purchase,957203,253982,2029-05-30
950,189,Car Purchase,750890,516843,2028-09-26
951,151,House Down Payment,899607,612000,2026-11-15
952,96,Emergency Fund,996451,580885,2027-04-20
953,258,Vacation,591713,576855,2026-10-16
954,168,Car Purchase,960341,685510,2026-10-07
955,344,Vacation,101608,30555,2026-09-16
956,418,Car Purchase,74560,52836,2026-10-11
957,478,Car Purchase,624761,210066,2027-07-30
958,16,House Down Payment,624931,254790,2027-03-30
959,429,Vacation,618626,114367,2029-05-10
960,425,Car Purchase,113333,37979,2028-02-11
961,256,House Down Payment,852857,541462,2029-03-02
962,154,Emergency Fund,579178,492581,2028-08-22
963,323,House Down Payment,944991,219435,2027-12-14
964,125,Vacation,934147,529338,2026-09-24
965,47,House Down Payment,77869,39969,2028-04-18
966,152,House Down Payment,643276,383105,2027-04-21
967,471,House Down Payment,927853,368890,2028-09-24
968,359,House Down Payment,895877,683079,2026-10-12
969,59,Vacation,63175,24070,2027-05-06
970,484,Car Purchase,767484,228860,2027-01-20
971,87,House Down Payment,122083,69607,2029-06-30
972,480,House Down Payment,594360,571572,2027-10-23
973,196,Car Purchase,420379,131483,2029-05-02
974,449,House Down Payment,434752,373578,2028-02-07
975,133,Vacation,476257,195873,2028-08-17
976,17,Vacation,107082,31090,2028-09-14
977,224,Emergency Fund,579182,359885,2027-11-13
978,258,Vacation,291497,120742,2028-06-15
979,78,Emergency Fund,90797,87587,2029-06-10
980,457,House Down Payment,103399,66147,2027-11-28
981,100,Emergency Fund,492206,469630,2026-07-26
982,224,Car Purchase,442997,283124,2026-07-29
983,231,House Down Payment,112057,52642,2029-07-04
984,359,Emergency Fund,487716,113166,2028-03-26
985,495,Car Purchase,238565,82509,2029-05-30
986,126,Vacation,802903,401560,2026-10-02
987,39,Emergency Fund,564137,124435,2026-09-05
988,335,House Down Payment,904374,387938,2029-05-29
989,266,Emergency Fund,589698,401904,2028-05-09
990,328,Vacation,606039,179016,2027-05-27
991,370,Emergency Fund,631252,290607,2028-06-08
992,308,Emergency Fund,458238,180909,2027-05-17
993,116,Emergency Fund,679718,293009,2027-09-21
994,374,Car Purchase,922100,900567,2028-10-01
995,104,Car Purchase,973110,254008,2027-09-06
996,59,House Down Payment,936281,877650,2027-06-12
997,48,Car Purchase,183075,80089,2027-04-20
998,11,Vacation,586246,140476,2028-12-18
999,72,Car Purchase,395538,28952,2028-02-13
1000,124,House Down Payment,413851,67779,2028-11-05
1001,380,Emergency Fund,141099,14230,2029-07-15
1002,291,Car Purchase,589237,454931,2027-04-17
1003,190,Emergency Fund,283146,65420,2027-11-17
1004,233,Vacation,141282,90567,2029-02-16
1005,431,Vacation,215368,207341,2029-06-21
1006,280,Vacation,174743,168504,2028-03-20
1007,439,Emergency Fund,200288,21186,2028-10-27
1008,310,Emergency Fund,103450,60642,2028-04-24
1009,119,Vacation,689579,414386,2028-03-06
1010,391,Emergency Fund,550461,197567,2026-09-06
1011,307,Vacation,403549,87866,2028-04-18
1012,363,Car Purchase,635245,580324,2026-08-12
1013,285,House Down Payment,182939,28116,2028-12-03
1014,11,Emergency Fund,806943,236141,2027-06-23
1015,384,Vacation,825781,503784,2029-04-15
1016,173,House Down Payment,445174,47376,2027-05-28
1017,333,Car Purchase,153778,27693,2026-11-10
1018,236,Car Purchase,205551,135004,2028-07-01
1019,342,Car Purchase,85842,49632,2028-06-30
1020,125,Vacation,951021,936105,2027-07-22
1021,96,Car Purchase,640269,17858,2028-07-04
1022,103,House Down Payment,314953,113719,2027-12-09
1023,188,Vacation,135968,21755,2027-02-23
1024,387,House Down Payment,537348,297494,2027-08-01
1025,180,House Down Payment,337844,151728,2028-11-02
1026,303,Emergency Fund,224446,134982,2026-12-06
1027,403,Vacation,753192,717645,2027-05-16
1028,113,Vacation,215173,84922,2029-06-08
1029,455,Car Purchase,139922,73026,2027-09-14
1030,126,House Down Payment,861019,823409,2029-01-16
1031,218,Vacation,300228,191692,2027-06-14
1032,418,Vacation,368206,178912,2027-02-03
1033,113,Emergency Fund,435620,95373,2026-12-26
1034,445,Vacation,497463,202966,2028-09-18
1035,24,Vacation,551383,205468,2028-01-16
1036,178,House Down Payment,414245,149642,2028-09-11
1037,176,Emergency Fund,563579,240997,2027-01-09
1038,141,House Down Payment,747594,415147,2027-04-29
1039,150,Car Purchase,104726,47557,2028-03-05
1040,323,Emergency Fund,586530,405706,2029-07-02
1041,275,House Down Payment,148812,84675,2029-06-04
1042,476,Vacation,828194,794924,2027-04-14
1043,261,Vacation,309922,254743,2028-12-15
1044,189,Emergency Fund,428805,127838,2026-10-08
1045,498,Car Purchase,374919,276506,2026-09-04
1046,326,Vacation,214030,205983,2027-06-14
1047,185,House Down Payment,297618,255255,2028-01-13
1048,4,Car Purchase,166299,103904,2026-12-07
1049,48,House Down Payment,926014,61479,2027-11-08
1050,144,House Down Payment,590746,89228,2027-04-01
1051,247,Car Purchase,579680,13812,2028-10-18
1052,181,House Down Payment,416449,39425,2026-08-25
1053,393,Vacation,449369,118542,2026-11-26
1054,42,House Down Payment,59710,26750,2027-10-11
1055,333,House Down Payment,441223,61467,2028-04-23
1056,59,House Down Payment,516617,290060,2027-11-18
1057,322,Vacation,698109,297431,2026-09-23
1058,123,Car Purchase,56655,30723,2027-10-16
1059,432,Emergency Fund,876867,167863,2026-12-24
1060,42,Car Purchase,644443,214443,2028-02-18
1061,170,Car Purchase,172469,144030,2027-05-22
1062,85,Emergency Fund,699123,632241,2028-12-21
1063,246,Vacation,978567,728649,2029-05-09
1064,168,House Down Payment,362097,192546,2028-09-17
1065,422,House Down Payment,353816,188488,2028-11-18
1066,261,Emergency Fund,650530,59269,2027-05-11
1067,323,House Down Payment,706051,490535,2027-09-26
1068,303,House Down Payment,660863,53770,2029-06-27
1069,198,Vacation,374746,347094,2028-05-22
1070,498,Vacation,568307,118345,2026-11-13
1071,350,Car Purchase,870409,706094,2029-02-16
1072,321,Car Purchase,759044,231215,2029-02-13
1073,335,House Down Payment,880939,634647,2029-06-28
1074,116,Vacation,246200,176017,2027-04-10
1075,263,House Down Payment,518774,71383,2029-06-17
1076,16,Vacation,303938,200872,2026-10-23
1077,371,Vacation,132972,68120,2026-11-24
1078,124,Car Purchase,447009,404593,2028-09-17
1079,37,Emergency Fund,398041,178980,2027-08-01
1080,222,Car Purchase,985667,775403,2029-02-10
1081,496,House Down Payment,656052,584773,2027-10-26
1082,372,Vacation,274879,27944,2029-01-14
1083,374,Car Purchase,155698,110059,2028-05-10
1084,38,Car Purchase,219719,11959,2029-05-03
1085,204,Car Purchase,612448,334421,2028-07-08
1086,174,Emergency Fund,632219,26131,2028-07-18
1087,221,Emergency Fund,433628,27129,2026-08-27
1088,425,Emergency Fund,261177,163267,2029-03-10
1089,3,Vacation,256179,188192,2028-11-02
1090,117,House Down Payment,963919,194052,2028-08-20
1091,310,Emergency Fund,524489,233627,2027-06-18
1092,498,Emergency Fund,889216,884978,2029-01-04
1093,107,Emergency Fund,600748,248801,2026-09-09
1094,144,Emergency Fund,606256,125292,2027-06-18
1095,403,Vacation,722000,158464,2027-11-12
1096,27,Car Purchase,836245,453065,2029-02-12
1097,323,House Down Payment,351098,304576,2026-08-23
1098,287,Emergency Fund,51394,26956,2026-12-31
1099,169,Emergency Fund,294307,85807,2027-10-02
1100,121,Car Purchase,133413,123609,2029-04-28
1101,480,Vacation,388304,132416,2028-05-04
1102,108,Vacation,157354,44901,2028-02-14
1103,244,House Down Payment,366504,304254,2027-03-15
1104,272,Vacation,792514,480736,2027-12-02
1105,210,House Down Payment,243967,208618,2027-09-14
1106,342,Car Purchase,747857,169320,2028-08-10
1107,165,House Down Payment,965056,17996,2026-07-29
1108,15,Car Purchase,85698,59740,2028-01-17
1109,304,House Down Payment,742439,331455,2028-03-19
1110,174,Vacation,298953,46468,2028-04-21
1111,481,Car Purchase,504692,340974,2028-12-09
1112,94,Car Purchase,268505,69773,2026-12-06
1113,473,Car Purchase,323662,164110,2027-01-12
1114,462,House Down Payment,698233,300222,2029-01-23
1115,211,House Down Payment,700529,436999,2028-08-29
1116,406,Emergency Fund,580996,432339,2029-02-22
1117,198,Car Purchase,399740,202177,2027-06-04
1118,316,Emergency Fund,722616,470612,2027-08-31
1119,311,Emergency Fund,506403,452166,2027-09-16
1120,63,Car Purchase,222726,81048,2028-11-02
1121,320,House Down Payment,875123,573942,2027-08-09
1122,118,Vacation,242373,81032,2028-03-04
1123,136,Vacation,721932,344615,2029-05-23
1124,438,Vacation,388551,61238,2029-02-12
1125,58,Emergency Fund,89973,10079,2028-07-28
1126,101,Car Purchase,608297,156004,2026-09-20
1127,269,House Down Payment,952484,56922,2029-02-15
1128,265,House Down Payment,621652,552222,2028-05-29
1129,441,House Down Payment,683833,86614,2027-06-22
1130,377,House Down Payment,319469,213394,2026-07-28
1131,249,Vacation,531568,393483,2027-07-14
1132,421,Vacation,427287,360848,2027-07-29
1133,478,Vacation,233874,176212,2027-02-18
1134,343,Emergency Fund,800437,293063,2029-02-07
1135,346,Emergency Fund,773663,584544,2027-08-14
1136,121,House Down Payment,134062,131676,2027-04-08
1137,392,Vacation,864835,570530,2028-03-23
1138,305,Emergency Fund,56759,27534,2026-08-08
1139,480,House Down Payment,750539,575189,2029-02-01
1140,369,Vacation,795889,206867,2029-04-25
1141,48,Car Purchase,163483,112781,2026-12-28
1142,428,Emergency Fund,700791,330037,2027-09-05
1143,302,House Down Payment,526410,316354,2026-11-18
1144,373,House Down Payment,622885,274571,2026-09-03
1145,488,Emergency Fund,887831,371567,2029-04-24
1146,23,Vacation,995296,691771,2029-05-22
1147,246,Emergency Fund,473429,329413,2027-05-07
1148,375,Vacation,432975,236855,2029-02-03
1149,136,Car Purchase,384060,61549,2027-11-02
1150,285,House Down Payment,90194,20944,2027-03-06
1151,76,Emergency Fund,679924,473655,2029-06-19
1152,322,House Down Payment,686586,403240,2027-02-23
1153,346,House Down Payment,82013,66074,2028-04-25
1154,366,Emergency Fund,280415,221396,2028-01-01
1155,380,House Down Payment,261484,218707,2027-02-22
1156,171,House Down Payment,673256,157378,2029-07-04
1157,172,House Down Payment,873115,125370,2029-01-24
1158,34,House Down Payment,955419,634487,2028-01-23
1159,56,Vacation,820358,553882,2029-02-20
1160,471,Vacation,324217,226047,2027-08-17
1161,312,Car Purchase,853282,296704,2026-07-31
1162,393,Car Purchase,99648,50508,2028-12-04
1163,250,House Down Payment,363640,51670,2027-07-23
1164,32,Vacation,572639,484892,2028-01-29
1165,257,House Down Payment,169520,42932,2028-11-19
1166,110,Vacation,86078,22204,2028-05-31
1167,406,Vacation,244564,86322,2029-03-27
1168,365,Emergency Fund,143252,21565,2028-10-25
