investment_id,user_id,investment_type,amount,purchase_date,current_value
537,187,Fixed Deposits,24176,2025-12-27,23530.53
538,257,Stocks,181199,2026-02-10,162376.41
539,247,Stocks,250542,2024-09-28,295636.87
540,427,Mutual Funds,336679,2024-09-25,411157.87
541,44,Stocks,216234,2024-08-05,307902.9
542,206,Cryptocurrency,279270,2024-09-02,382987.11
543,114,Cryptocurrency,196586,2024-12-21,304780.52
544,250,Mutual Funds,80914,2026-04-27,104954.92
545,83,Mutual Funds,332128,2024-10-09,397172.46
546,351,Mutual Funds,404529,2024-09-16,570765.69
547,74,Cryptocurrency,222834,2024-08-14,344241.45
548,171,Mutual Funds,252203,2026-02-18,293379.92
549,74,Fixed Deposits,439271,2024-08-09,594286.4
550,194,Gold,168168,2025-10-07,171838.74
551,367,Gold,165228,2024-07-22,250186.86
552,484,Fixed Deposits,193214,2026-04-01,274554.08
553,246,Gold,310623,2025-11-05,455397.04
554,28,Fixed Deposits,149563,2026-01-02,192096.02
555,3,Gold,202886,2024-10-04,216664.18
556,418,Stocks,328641,2025-10-24,464745.16
557,427,Mutual Funds,78506,2025-12-08,78689.86
558,268,Cryptocurrency,237034,2024-08-26,191581.6
559,367,Cryptocurrency,421804,2025-08-22,372202.57
560,117,Gold,64143,2024-12-04,57658.31
561,478,Gold,155284,2025-07-23,200198.59
562,366,Gold,434498,2025-08-16,564726.61
563,323,Gold,441246,2025-07-31,690417.11
564,185,Cryptocurrency,282245,2026-03-23,449552.13
565,78,Stocks,277425,2026-05-01,258576.96
566,84,Gold,279721,2025-12-19,306736.23
567,82,Stocks,426380,2025-05-05,612066.34
568,305,Cryptocurrency,299517,2026-02-17,473683.09
569,193,Mutual Funds,355288,2025-05-26,374840.29
570,401,Fixed Deposits,317723,2026-04-12,416678.97
571,318,Fixed Deposits,139938,2024-12-08,135528.96
572,453,Mutual Funds,244401,2025-03-18,353675.04
573,458,Fixed Deposits,230602,2026-05-18,329116.79
574,290,Cryptocurrency,188760,2026-07-16,248238.04
575,342,Cryptocurrency,437840,2025-09-26,530845.23
576,33,Gold,157124,2025-05-21,199400.51
577,173,Fixed Deposits,490363,2026-01-15,557662.02
578,78,Gold,235734,2025-05-09,200208.93
579,428,Gold,17603,2025-07-28,15316.21
580,59,Fixed Deposits,366819,2024-09-05,355984.22
581,479,Fixed Deposits,237454,2025-11-01,296078.9
582,66,Fixed Deposits,24092,2025-06-15,29362.38
583,350,Stocks,387797,2025-02-16,387099.5
584,222,Gold,59957,2024-11-07,91306.13
585,255,Cryptocurrency,392075,2025-05-07,435784.25
586,11,Stocks,90319,2026-05-28,134581.45
587,91,Gold,212063,2024-10-04,178012.22
588,148,Mutual Funds,358732,2025-09-15,293491.1
589,304,Cryptocurrency,145022,2025-05-26,152401.64
590,197,Cryptocurrency,86685,2026-05-21,88425.08
591,13,Gold,381307,2026-05-30,404657.65
592,498,Gold,288417,2026-04-09,431965.63
593,20,Gold,131747,2024-12-13,165910.82
594,437,Cryptocurrency,419761,2026-02-09,458368.12
595,208,Gold,176092,2024-09-21,262765.83
596,394,Cryptocurrency,206471,2026-01-25,167166.33
597,279,Stocks,244305,2025-09-19,231800.09
598,95,Mutual Funds,159057,2024-07-24,218290.68
599,129,Mutual Funds,229024,2025-01-04,343774.44
600,64,Stocks,68189,2024-10-25,106164.3
601,255,Gold,15136,2026-02-09,12660.09
602,14,Cryptocurrency,114191,2025-10-17,118436.88
603,392,Mutual Funds,104544,2025-01-08,125664.44
604,360,Mutual Funds,74365,2025-10-06,87420.59
605,139,Stocks,238493,2025-06-11,286039.95
606,150,Fixed Deposits,227236,2025-01-01,271589.32
607,468,Cryptocurrency,281615,2025-01-04,306097.53
608,337,Gold,427806,2025-01-09,624829.88
609,475,Fixed Deposits,90729,2025-01-01,85889.63
610,324,Gold,365474,2025-08-10,454301.0
611,205,Mutual Funds,189336,2025-02-19,213951.25
612,370,Fixed Deposits,192853,2024-08-25,297858.2
613,316,Fixed Deposits,221731,2026-04-05,246493.33
614,415,Cryptocurrency,497069,2026-03-09,444123.81
615,482,Gold,331856,2025-01-06,426879.95
616,415,Cryptocurrency,206701,2024-10-27,217525.58
617,325,Cryptocurrency,344519,2026-07-16,487326.29
618,472,Fixed Deposits,485326,2025-03-09,618643.16
619,311,Fixed Deposits,57812,2025-01-21,80670.08
620,255,Stocks,456914,2025-07-10,602600.54
621,362,Gold,401155,2026-06-19,450856.62
622,203,Mutual Funds,386118,2025-04-06,413822.64
623,460,Fixed Deposits,94546,2024-09-22,147801.56
624,350,Gold,448291,2025-01-25,502694.7
625,63,Fixed Deposits,113536,2024-07-27,168827.8
626,29,Mutual Funds,343881,2024-12-10,359203.45
627,225,Stocks,42047,2026-03-17,37783.92
628,200,Gold,111748,2024-10-28,170752.09
629,118,Mutual Funds,101857,2026-06-18,161150.89
630,244,Stocks,121946,2025-05-08,122903.2
631,212,Gold,120785,2026-01-16,156672.99
632,74,Mutual Funds,348336,2026-01-03,520829.86
633,385,Cryptocurrency,140266,2026-04-15,203983.45
634,467,Cryptocurrency,227076,2025-10-03,346691.64
635,142,Gold,380571,2026-05-12,593163.05
636,73,Mutual Funds,492744,2026-05-09,575779.21
637,115,Stocks,35193,2026-06-07,38573.5
638,197,Gold,32206,2025-07-07,25977.51
639,307,Mutual Funds,455082,2026-05-05,504899.12
640,218,Gold,451040,2025-01-27,373590.39
641,228,Gold,478730,2024-07-28,699000.22
642,431,Stocks,179635,2025-04-23,193313.56
643,395,Fixed Deposits,186086,2025-10-04,182305.79
644,427,Cryptocurrency,385320,2025-06-27,333537.22
645,312,Cryptocurrency,284809,2025-08-29,294264.25
646,242,Mutual Funds,481112,2025-06-11,659476.94
647,472,Mutual Funds,331294,2025-04-10,519009.74
648,307,Gold,190237,2025-05-14,292530.93
649,480,Cryptocurrency,128139,2025-04-24,165255.81
650,415,Gold,143833,2025-08-16,118146.61
651,267,Gold,372087,2025-04-08,386117.74
652,407,Mutual Funds,100511,2026-02-08,113502.84
653,48,Stocks,439548,2025-07-15,408592.82
654,99,Fixed Deposits,30693,2025-05-07,41910.76
655,416,Mutual Funds,266768,2024-09-08,257222.9
656,119,Stocks,120635,2025-09-14,114311.59
657,7,Fixed Deposits,34714,2025-01-03,42110.14
658,201,Mutual Funds,107356,2026-01-05,138135.59
659,405,Gold,466491,2025-11-03,584577.74
660,359,Mutual Funds,302848,2025-01-17,401040.29
661,338,Cryptocurrency,145648,2024-08-07,146638.61
662,39,Mutual Funds,319983,2024-10-18,468584.89
663,442,Fixed Deposits,347347,2026-02-21,391472.48
664,104,Mutual Funds,79167,2025-08-05,80592.63
665,423,Cryptocurrency,317981,2025-05-05,323127.2
666,224,Cryptocurrency,131517,2025-10-03,126735.07
667,112,Fixed Deposits,308013,2024-11-08,355941.37
668,235,Cryptocurrency,147651,2024-12-01,196754.6
669,105,Fixed Deposits,472672,2024-09-11,745004.8
670,258,Gold,309988,2026-01-31,377730.19
671,139,Mutual Funds,397977,2025-08-09,531477.59
672,93,Fixed Deposits,369954,2024-10-30,417524.82
673,65,Cryptocurrency,129416,2026-04-05,170718.53
674,199,Cryptocurrency,317624,2025-02-26,265435.34
675,399,Cryptocurrency,493825,2026-04-05,565824.29
676,496,Cryptocurrency,13501,2025-05-28,14843.59
677,143,Mutual Funds,251031,2025-11-22,272134.29
678,61,Cryptocurrency,388505,2025-10-02,546563.14
679,271,Mutual Funds,85202,2026-05-29,134553.66
680,377,Gold,200854,2025-12-09,171277.89
681,148,Fixed Deposits,425805,2025-04-05,589388.99
682,357,Mutual Funds,365439,2026-02-24,445801.98
683,403,Gold,465035,2025-05-03,716887.75
684,482,Cryptocurrency,211299,2025-05-10,251127.22
685,217,Fixed Deposits,285315,2026-02-20,378000.93
686,221,Fixed Deposits,397927,2026-02-28,579227.33
687,397,Fixed Deposits,121582,2025-12-09,194167.81
688,466,Mutual Funds,266724,2026-02-08,424923.28
689,268,Mutual Funds,143861,2025-11-08,126112.4
690,434,Stocks,32278,2026-06-11,38055.74
691,431,Mutual Funds,319438,2025-03-08,424029.85
692,121,Fixed Deposits,92540,2024-07-20,102069.72
693,477,Stocks,208733,2025-08-12,220383.84
694,259,Stocks,386849,2025-07-06,547281.55
695,336,Mutual Funds,114536,2025-05-31,143037.34
696,386,Mutual Funds,104459,2026-05-31,137154.95
697,324,Cryptocurrency,419693,2025-12-25,509919.04
698,8,Mutual Funds,483819,2026-05-14,419435.78
699,195,Gold,61762,2026-05-09,83439.86
700,115,Cryptocurrency,83150,2025-10-02,122557.58
701,140,Fixed Deposits,434217,2024-09-22,624625.29
702,365,Stocks,219936,2024-10-16,193069.38
703,490,Mutual Funds,330431,2026-03-21,327932.31
704,340,Gold,393734,2025-02-18,370178.87
705,118,Stocks,235443,2026-07-04,234804.47
706,325,Stocks,109908,2025-01-22,155803.74
707,336,Stocks,422781,2025-02-02,622651.2
708,1,Fixed Deposits,455710,2025-11-12,423269.02
709,432,Fixed Deposits,243449,2025-11-01,389391.07
710,91,Gold,398243,2024-11-12,355179.94
711,383,Mutual Funds,364596,2025-10-27,346976.39
712,298,Gold,453998,2025-09-03,680477.13
713,60,Fixed Deposits,464313,2025-08-16,438955.03
714,416,Gold,365420,2025-12-12,454429.75
715,354,Fixed Deposits,274407,2025-01-31,377715.88
716,363,Gold,50473,2025-03-15,64683.71
717,208,Mutual Funds,79011,2025-11-14,119995.81
718,451,Cryptocurrency,341015,2025-09-29,418289.06
719,485,Gold,357694,2026-07-11,495595.91
720,383,Cryptocurrency,116100,2025-02-11,116854.78
721,269,Mutual Funds,261580,2025-06-12,276205.05
722,368,Gold,136994,2025-02-09,122162.05
723,58,Stocks,405451,2026-05-09,330080.52
724,125,Cryptocurrency,497602,2024-10-03,555543.4
725,263,Gold,141856,2026-03-05,153248.29
726,273,Cryptocurrency,457336,2024-07-20,658026.14
727,23,Fixed Deposits,98329,2025-07-20,157321.79
728,268,Cryptocurrency,418396,2025-08-06,430234.72
729,338,Fixed Deposits,19722,2025-07-29,31340.14
730,317,Mutual Funds,321994,2024-07-20,340276.58
731,216,Mutual Funds,224195,2025-02-10,234184.22
732,431,Cryptocurrency,288639,2025-02-22,325239.66
733,207,Fixed Deposits,121938,2025-05-05,143470.6
734,261,Fixed Deposits,111559,2024-10-02,167895.72
735,9,Stocks,114462,2024-11-03,91774.36
736,156,Gold,439786,2024-07-30,368509.66
737,104,Stocks,237775,2026-04-29,347864.87
738,307,Fixed Deposits,47646,2025-08-11,39022.22
739,181,Cryptocurrency,498683,2024-12-23,484899.68
740,422,Fixed Deposits,163479,2024-09-11,161536.56
741,92,Stocks,109542,2026-07-15,150257.02
742,450,Cryptocurrency,30751,2026-02-27,41211.97
743,189,Mutual Funds,257407,2025-04-15,242446.93
744,453,Gold,190591,2025-09-02,176034.59
745,30,Fixed Deposits,35723,2025-11-15,39037.7
746,161,Cryptocurrency,358189,2025-05-15,513270.12
747,103,Mutual Funds,480841,2026-05-14,432388.08
748,300,Mutual Funds,437459,2025-10-28,686624.01
749,245,Mutual Funds,201003,2026-01-04,256123.85
750,91,Cryptocurrency,128893,2025-12-08,151163.11
751,356,Fixed Deposits,306774,2024-10-04,466973.25
752,368,Cryptocurrency,497615,2024-08-07,567087.03
753,349,Stocks,242317,2026-04-13,326194.81
754,476,Stocks,309700,2026-06-03,256596.7
755,258,Gold,292977,2025-12-26,421800.91
756,117,Fixed Deposits,33932,2025-11-15,54100.46
757,145,Fixed Deposits,84250,2025-03-29,116356.94
758,456,Gold,370818,2025-01-26,310613.92
759,363,Fixed Deposits,431112,2025-10-22,623229.39
760,231,Gold,401613,2026-02-04,605948.15
761,292,Mutual Funds,475511,2024-07-19,478200.11
762,62,Gold,113537,2025-02-16,114286.56
763,23,Mutual Funds,241120,2024-11-05,330924.6
764,273,Fixed Deposits,65622,2025-03-02,79241.29
765,152,Fixed Deposits,132932,2026-07-05,122834.78
766,261,Stocks,218801,2026-04-07,256680.98
767,410,Stocks,14704,2025-01-29,19051.73
768,57,Mutual Funds,433001,2025-10-15,383726.02
769,37,Gold,18852,2026-04-23,18728.73
770,469,Stocks,245663,2026-03-26,276850.07
771,161,Gold,269199,2024-07-28,267995.42
772,26,Mutual Funds,379647,2024-12-27,517825.33
773,135,Fixed Deposits,177721,2026-04-30,283580.61
774,359,Gold,75106,2025-06-25,80935.18
775,73,Fixed Deposits,463831,2025-07-07,569531.79
776,448,Cryptocurrency,419565,2024-09-20,490185.36
777,232,Stocks,12603,2026-01-11,13675.48
778,419,Fixed Deposits,176149,2024-12-06,258643.2
779,180,Mutual Funds,473870,2025-12-15,625944.5
780,464,Stocks,143187,2025-07-31,207031.72
781,412,Cryptocurrency,54779,2025-12-30,59881.36
782,120,Fixed Deposits,487160,2026-01-28,508222.14
783,475,Mutual Funds,69691,2026-06-10,58161.89
784,35,Cryptocurrency,167705,2026-03-31,228196.78
785,428,Cryptocurrency,66206,2026-02-28,85894.95
786,340,Gold,470895,2025-04-05,518220.19
787,321,Fixed Deposits,124333,2025-04-14,146236.86
788,207,Mutual Funds,303091,2026-05-10,375870.01
789,418,Fixed Deposits,485471,2025-12-31,478443.19
790,189,Fixed Deposits,426189,2024-10-12,658514.21
791,49,Stocks,111174,2024-11-24,100611.34
792,315,Gold,99695,2025-02-22,79996.86
793,101,Cryptocurrency,158191,2026-05-30,219047.3
794,497,Stocks,388913,2024-11-09,422119.76
795,497,Mutual Funds,297672,2025-06-09,362293.03
796,102,Mutual Funds,252035,2026-05-05,205241.23
797,196,Mutual Funds,463809,2026-02-09,634178.51
798,147,Fixed Deposits,415528,2025-10-09,392407.32
799,358,Cryptocurrency,90582,2026-01-29,119738.7
800,365,Fixed Deposits,459639,2025-10-14,443481.42
801,339,Fixed Deposits,49349,2025-12-23,72163.68
802,368,Mutual Funds,454422,2025-06-01,567221.22
803,201,Cryptocurrency,128035,2026-07-11,112760.96
804,336,Mutual Funds,299132,2025-01-20,246261.46
805,266,Stocks,158794,2024-07-21,214680.18
806,27,Stocks,189295,2025-09-22,257097.03
807,430,Fixed Deposits,188285,2025-01-08,208221.5
808,497,Fixed Deposits,342386,2025-07-09,390792.15
809,120,Mutual Funds,175699,2026-06-27,186108.62
810,170,Mutual Funds,270056,2026-06-04,387349.02
811,143,Mutual Funds,409277,2025-04-13,518485.25
812,436,Fixed Deposits,488356,2026-01-05,447900.38
813,251,Cryptocurrency,264445,2025-02-09,227742.98
814,169,Gold,346291,2026-01-18,295219.27
815,36,Stocks,458790,2024-12-04,696612.69
816,384,Fixed Deposits,15432,2024-07-31,19003.89
817,354,Fixed Deposits,136750,2025-07-05,124523.56
818,174,Mutual Funds,330765,2026-05-24,295411.89
819,325,Mutual Funds,297450,2025-06-10,291037.29
820,40,Gold,289404,2026-01-03,271872.09
821,319,Mutual Funds,213957,2025-02-26,335090.2
822,339,Fixed Deposits,248225,2024-10-25,376185.63
823,330,Stocks,196830,2024-09-12,240429.47
824,158,Mutual Funds,256495,2025-06-10,390489.18
825,122,Stocks,446639,2025-06-18,681467.3
826,111,Cryptocurrency,253481,2025-08-31,219284.3
827,387,Gold,54294,2024-11-04,85600.75
828,120,Cryptocurrency,178388,2026-03-05,225275.32
829,434,Cryptocurrency,437087,2024-08-05,536732.12
830,182,Stocks,413504,2025-08-31,390191.56
831,138,Mutual Funds,219503,2025-06-11,350214.6
832,278,Fixed Deposits,27257,2025-09-17,36743.44
833,329,Mutual Funds,483882,2024-08-08,603828.25
834,388,Stocks,381648,2025-05-02,499037.61
835,344,Fixed Deposits,298925,2026-06-25,372495.53
836,150,Stocks,422465,2024-09-23,506485.82
837,54,Cryptocurrency,301098,2026-05-13,311663.03
838,241,Fixed Deposits,217345,2024-09-07,242366.78
839,70,Mutual Funds,231373,2024-10-23,351625.92
840,297,Cryptocurrency,461120,2024-10-01,549203.43
841,9,Cryptocurrency,317737,2025-06-11,424524.65
842,406,Cryptocurrency,283864,2026-03-30,328983.65
843,107,Cryptocurrency,387722,2024-07-29,405386.49
844,214,Gold,175812,2025-05-30,162468.01
845,24,Mutual Funds,355339,2025-05-10,309436.85
846,67,Gold,165038,2026-05-17,245080.21
847,295,Mutual Funds,87267,2024-08-07,124713.89
848,262,Mutual Funds,346499,2026-01-05,425167.0
849,183,Mutual Funds,355052,2025-04-08,313108.97
850,475,Fixed Deposits,21779,2026-07-12,31366.61
851,417,Gold,156495,2026-05-27,162921.84
852,50,Gold,379991,2025-08-28,589437.5
853,497,Gold,314119,2024-11-17,417351.0
854,372,Gold,423896,2026-02-05,534094.59
855,211,Stocks,362730,2025-10-14,547527.87
856,313,Stocks,140300,2026-07-06,160545.09
857,249,Cryptocurrency,65332,2025-12-08,59967.87
858,348,Mutual Funds,404797,2024-10-09,344992.73
859,354,Stocks,343437,2025-12-10,376794.49
860,289,Cryptocurrency,268879,2026-04-11,246036.08
861,161,Fixed Deposits,395784,2025-02-28,355685.04
862,436,Gold,66909,2025-07-25,87400.58
863,122,Mutual Funds,166446,2026-05-30,238199.24
864,132,Cryptocurrency,462872,2025-08-07,608805.21
865,167,Cryptocurrency,172030,2024-10-18,160905.72
866,427,Gold,32751,2026-05-23,49235.03
867,85,Cryptocurrency,68584,2025-06-03,59566.31
868,139,Fixed Deposits,15237,2025-01-21,15317.26
869,275,Fixed Deposits,161862,2025-02-08,251312.89
870,320,Mutual Funds,172595,2024-12-25,247572.58
871,179,Fixed Deposits,88503,2025-04-19,75125.36
872,327,Stocks,283352,2025-07-16,267801.98
873,108,Stocks,205883,2025-12-29,182700.21
874,249,Stocks,239528,2025-06-10,230450.35
875,132,Stocks,180794,2025-12-16,263702.19
876,251,Mutual Funds,19435,2024-11-11,18927.21
877,96,Stocks,499351,2024-12-29,593382.19
878,398,Gold,437324,2025-02-07,427446.72
879,406,Stocks,291055,2025-10-12,294636.81
880,257,Mutual Funds,91587,2026-02-11,109584.77
881,259,Stocks,430392,2025-12-30,503580.8
882,254,Mutual Funds,129815,2026-02-04,121015.9
883,186,Stocks,266247,2026-05-12,361281.72
884,79,Cryptocurrency,292038,2025-12-19,385413.91
885,420,Mutual Funds,139164,2025-06-08,185020.3
886,294,Cryptocurrency,216120,2024-12-16,282320.61
887,152,Gold,343651,2024-10-22,281515.94
888,201,Fixed Deposits,286695,2025-10-07,270854.06
889,383,Stocks,73914,2025-07-15,95344.2
890,283,Stocks,345582,2025-09-13,292576.15
891,270,Mutual Funds,156878,2025-07-07,222471.14
892,499,Cryptocurrency,278033,2025-11-04,303157.33
893,271,Gold,222367,2025-05-23,196254.31
894,78,Gold,261144,2025-11-18,238494.97
895,419,Cryptocurrency,222169,2025-07-19,291868.17
896,348,Cryptocurrency,257920,2026-02-02,384761.46
897,105,Gold,392056,2026-07-14,526422.78
898,499,Stocks,294987,2025-03-15,375501.62
899,328,Mutual Funds,278255,2025-07-22,230151.8
900,66,Cryptocurrency,132712,2025-10-27,134150.55
901,131,Gold,424740,2026-02-15,530493.12
902,147,Gold,438436,2024-08-30,538229.46
903,244,Gold,462886,2026-02-24,537041.22
904,248,Stocks,383369,2026-07-08,420392.42
905,162,Mutual Funds,467186,2025-04-07,504319.14
906,168,Cryptocurrency,60716,2025-06-23,90319.48
907,204,Gold,209541,2026-01-03,267536.27
908,438,Stocks,370924,2025-05-16,593258.8
909,29,Fixed Deposits,499184,2025-07-07,522346.59
910,273,Fixed Deposits,133938,2024-11-06,160607.08
911,393,Cryptocurrency,94072,2026-01-04,143880.19
912,391,Fixed Deposits,261819,2025-12-04,320462.04
913,326,Gold,285833,2025-12-03,337744.75
914,82,Fixed Deposits,361839,2024-08-27,339695.39
915,15,Cryptocurrency,171265,2025-11-19,248906.48
916,460,Cryptocurrency,306886,2025-05-23,357342.72
917,284,Gold,111932,2025-10-16,104094.85
918,291,Gold,155911,2024-11-25,158559.73
919,128,Mutual Funds,226562,2026-06-09,353723.2
920,383,Mutual Funds,414977,2025-10-20,657859.51
921,315,Stocks,46295,2024-07-17,57349.7
922,382,Mutual Funds,446832,2025-07-30,511949.81
923,139,Fixed Deposits,318484,2025-01-16,434904.46
924,107,Cryptocurrency,300302,2025-03-31,309987.18
925,475,Cryptocurrency,80191,2025-02-27,106300.57
926,164,Stocks,260915,2024-07-18,233542.14
927,487,Mutual Funds,427356,2024-11-08,402231.76
928,307,Cryptocurrency,330755,2025-08-11,293221.04
929,195,Stocks,331432,2025-10-25,517050.45
930,214,Gold,329455,2024-09-03,321401.87
931,252,Stocks,105642,2025-01-16,159485.25
932,32,Gold,306306,2026-01-20,283417.11
933,195,Stocks,261904,2024-12-28,296749.23
934,321,Mutual Funds,333869,2025-09-17,330091.27
935,136,Stocks,31525,2026-04-16,25310.1
936,421,Fixed Deposits,499625,2024-12-31,663565.45
937,399,Mutual Funds,227972,2025-11-20,191983.41
938,77,Cryptocurrency,242001,2024-10-11,208909.85
939,282,Gold,393998,2024-11-21,466781.13
940,144,Cryptocurrency,472140,2024-10-12,581618.11
941,119,Mutual Funds,175132,2025-02-24,272939.91
942,243,Stocks,224576,2026-03-20,250379.72
943,82,Stocks,425109,2026-04-14,663338.99
944,46,Cryptocurrency,298102,2026-03-26,357009.87
945,275,Fixed Deposits,42140,2025-05-31,43779.21
946,401,Mutual Funds,385326,2024-11-04,431528.75
947,392,Mutual Funds,54430,2024-08-31,78524.85
948,90,Gold,258530,2026-05-25,356638.54
949,489,Cryptocurrency,450888,2024-09-27,450322.27
950,374,Fixed Deposits,269211,2025-03-18,414835.34
951,48,Mutual Funds,262891,2025-06-14,232768.1
952,326,Mutual Funds,159031,2026-04-28,247614.56
953,471,Stocks,321945,2025-09-05,271568.25
954,422,Stocks,127731,2026-02-02,114408.26
955,46,Mutual Funds,434793,2026-05-29,351460.12
956,144,Gold,193987,2025-07-28,293510.02
957,347,Gold,377685,2025-10-25,306240.43
958,150,Mutual Funds,59101,2026-03-09,62393.45
959,482,Mutual Funds,317827,2025-11-19,269336.07
960,181,Stocks,471855,2025-09-20,705412.31
961,311,Gold,243258,2026-07-06,383871.45
962,121,Cryptocurrency,352506,2026-05-10,322892.65
963,118,Cryptocurrency,128788,2024-10-06,187512.7
964,134,Mutual Funds,294842,2024-07-25,362634.31
965,479,Fixed Deposits,223556,2024-09-29,291672.47
966,330,Gold,33801,2025-02-13,35683.79
967,345,Cryptocurrency,451078,2026-05-07,608816.5
968,95,Mutual Funds,329996,2024-09-26,491053.52
969,364,Cryptocurrency,144870,2025-05-06,172022.21
970,119,Stocks,223850,2024-11-12,205518.01
971,323,Cryptocurrency,480438,2025-07-29,460724.79
972,36,Gold,374513,2025-02-22,430169.64
973,351,Fixed Deposits,269246,2024-08-14,330273.55
974,152,Fixed Deposits,424475,2026-02-14,552313.09
975,47,Fixed Deposits,235648,2024-11-20,312587.98
976,265,Mutual Funds,290156,2025-03-05,309329.49
977,110,Stocks,492300,2025-05-21,745384.04
978,135,Cryptocurrency,297513,2025-01-27,420561.87
979,163,Stocks,241927,2026-07-01,231885.92
980,87,Gold,478766,2025-11-03,710173.1
981,340,Cryptocurrency,178900,2025-03-16,270415.42
982,346,Stocks,431579,2024-12-18,369497.33
983,371,Fixed Deposits,40320,2026-05-14,43679.98
984,372,Cryptocurrency,99489,2025-10-01,126449.91
985,24,Stocks,184981,2024-11-23,287220.95
986,447,Gold,154974,2024-12-31,221094.63
987,162,Gold,178802,2026-02-20,228188.81
988,350,Cryptocurrency,226418,2024-10-25,204379.63
989,482,Stocks,353432,2024-07-25,303903.58
990,4,Gold,251258,2025-06-07,239036.78
991,143,Cryptocurrency,382610,2025-05-29,460880.56
992,321,Cryptocurrency,262576,2024-10-22,303554.92
993,176,Stocks,376908,2025-12-30,583833.52
994,377,Gold,26323,2025-07-28,32918.1
995,43,Gold,166562,2025-01-24,135402.22
996,158,Gold,284185,2025-04-26,326776.28
997,437,Cryptocurrency,213171,2024-09-16,260264.96
998,343,Fixed Deposits,410340,2024-08-16,516727.12
999,183,Gold,224164,2026-02-09,246117.37
1000,189,Stocks,68829,2025-03-27,91010.29
1001,34,Fixed Deposits,116474,2024-12-06,112562.43
1002,76,Cryptocurrency,118384,2026-02-28,143997.94
1003,134,Gold,49141,2025-05-01,50015.89
1004,186,Stocks,311337,2026-01-27,276845.71
1005,286,Stocks,477868,2025-06-01,555487.28
1006,20,Gold,199084,2025-10-10,297679.23
1007,371,Cryptocurrency,142709,2026-06-22,146979.9
1008,383,Cryptocurrency,135839,2025-01-19,123916.8
1009,499,Mutual Funds,339981,2025-04-17,429613.35
1010,167,Mutual Funds,67176,2024-08-01,55317.66
1011,338,Stocks,314422,2025-03-29,443978.13
1012,150,Cryptocurrency,313668,2025-03-02,279150.92
1013,479,Gold,138984,2025-08-31,146702.85
1014,381,Gold,466072,2025-06-30,415500.83
1015,404,Stocks,460445,2025-07-06,693815.12
1016,411,Fixed Deposits,465144,2026-03-06,373324.97
1017,236,Stocks,123579,2025-09-14,114240.6
1018,209,Cryptocurrency,450024,2026-06-30,570704.84
1019,188,Mutual Funds,28358,2025-12-03,26971.6
1020,460,Stocks,458429,2025-01-26,542992.77
1021,436,Mutual Funds,138340,2024-12-31,211578.92
1022,127,Fixed Deposits,195199,2025-12-04,241808.57
1023,159,Stocks,454411,2026-01-20,436394.59
1024,343,Mutual Funds,225912,2026-02-13,196092.9
1025,462,Fixed Deposits,206756,2024-12-02,208193.16
1026,121,Fixed Deposits,373080,2026-06-29,411216.26
1027,240,Mutual Funds,95149,2025-11-30,121226.86
1028,146,Cryptocurrency,242891,2026-02-26,355845.42
1029,297,Stocks,197575,2025-08-21,184621.94
1030,70,Cryptocurrency,66210,2026-03-16,89490.26
1031,50,Cryptocurrency,469458,2025-04-22,727140.22
1032,5,Cryptocurrency,397295,2025-11-10,562354.29
1033,233,Stocks,412969,2025-03-30,499133.03
1034,105,Cryptocurrency,56540,2025-12-08,76518.38
1035,73,Mutual Funds,52388,2025-07-23,74426.52
1036,88,Mutual Funds,70182,2025-01-11,106454.45
1037,375,Gold,136180,2025-11-22,136320.17
1038,123,Fixed Deposits,285455,2026-02-06,301422.87
1039,259,Mutual Funds,304568,2025-06-20,407328.38
1040,217,Gold,421371,2026-07-01,513391.81
1041,395,Fixed Deposits,81438,2026-06-09,120088.54
1042,266,Stocks,452761,2024-10-06,487454.06
1043,244,Cryptocurrency,143939,2025-07-31,218483.65
1044,105,Fixed Deposits,364226,2026-04-25,493498.09
1045,135,Cryptocurrency,131959,2026-04-01,151007.23
1046,35,Fixed Deposits,166384,2025-08-17,256714.85
1047,249,Gold,411473,2025-10-08,430038.55
1048,308,Cryptocurrency,187750,2026-01-16,298300.82
1049,207,Fixed Deposits,220689,2025-03-26,239940.6
1050,185,Fixed Deposits,327931,2025-12-30,396433.82
1051,245,Fixed Deposits,213872,2025-01-04,177408.07
1052,337,Stocks,389019,2026-03-16,621228.84
1053,432,Stocks,314876,2026-02-27,419950.41
1054,271,Cryptocurrency,280655,2025-12-05,322462.9
1055,107,Cryptocurrency,372700,2025-12-11,341583.46
1056,228,Gold,325125,2025-10-10,513409.85
1057,327,Stocks,362666,2026-03-30,449516.4
1058,351,Mutual Funds,225212,2024-11-03,248581.77
1059,182,Cryptocurrency,164235,2024-11-03,252754.99
1060,326,Stocks,127191,2026-01-27,150592.47
1061,62,Stocks,19786,2025-08-14,30951.4
1062,390,Gold,157718,2025-09-14,137967.22
1063,54,Fixed Deposits,484768,2025-08-31,755311.69
1064,463,Cryptocurrency,60070,2024-11-24,54442.86
1065,71,Cryptocurrency,303860,2026-06-16,340072.6
1066,31,Cryptocurrency,250974,2025-04-16,252468.83
1067,469,Stocks,458083,2025-07-31,544923.84
1068,462,Mutual Funds,403288,2026-06-18,574963.19
1069,287,Fixed Deposits,475212,2026-04-30,627201.04
