account_id,user_id,bank_name,account_type,opening_balance,current_balance,balance_category
497,240,Kotak Mahindra,Current,59631.0,74726.0,Medium
498,241,Punjab National Bank,Current,63078.0,46913.0,Low
499,242,Punjab National Bank,Current,19722.0,18583.0,Low
500,242,Axis Bank,Savings,15580.0,0.0,
501,243,Sbi,Savings,18817.0,21470.0,Low
502,243,Kotak Mahindra,Savings,58122.0,92429.0,Medium
503,243,Sbi,Current,5745.0,41320.0,Low
504,244,Canara Bank,Savings,44420.0,64030.0,Medium
505,244,Hdfc,Savings,40076.0,82112.0,Medium
506,245,Sbi,Current,32540.0,53528.0,Medium
507,246,Punjab National Bank,Current,61998.0,67996.0,Medium
508,246,Icici,Savings,39149.0,50906.0,Medium
509,246,Axis Bank,Current,13677.0,910.0,Low
510,247,Punjab National Bank,Savings,68464.0,106381.0,Medium
511,248,Sbi,Current,99676.0,93251.0,Medium
512,248,Punjab National Bank,Savings,96943.0,121197.0,Medium
513,249,Hdfc,Current,66826.0,81261.0,Medium
514,249,Axis Bank,Savings,68386.0,67704.0,Medium
515,250,Axis Bank,Current,37270.0,22535.0,Low
516,251,Kotak Mahindra,Current,92908.0,94409.0,Medium
517,251,Canara Bank,Current,70078.0,95839.0,Medium
518,252,Hdfc,Current,63838.0,93943.0,Medium
519,253,Axis Bank,Current,21328.0,36320.0,Low
520,254,Canara Bank,Current,74274.0,121080.0,Medium
521,255,Hdfc,Current,82724.0,102534.0,Medium
522,256,Axis Bank,Current,21755.0,13892.0,Low
523,256,Punjab National Bank,Current,37011.0,66109.0,Medium
524,257,Punjab National Bank,Savings,99599.0,109248.0,Medium
525,258,Axis Bank,Savings,10098.0,0.0,
526,258,Kotak Mahindra,Savings,57562.0,87994.0,Medium
527,259,Kotak Mahindra,Current,79516.0,99080.0,Medium
528,260,Kotak Mahindra,Savings,41256.0,62105.0,Medium
529,260,Punjab National Bank,Current,90226.0,139200.0,Medium
530,260,Axis Bank,Savings,43816.0,59731.0,Medium
531,261,Canara Bank,Current,22804.0,4960.0,Low
532,261,Hdfc,Current,29738.0,55851.0,Medium
533,262,Hdfc,Current,56472.0,36970.0,Low
534,262,Kotak Mahindra,Savings,67434.0,67660.0,Medium
535,263,Canara Bank,Current,94214.0,88925.0,Medium
536,263,Hdfc,Savings,86528.0,98352.0,Medium
537,264,Hdfc,Savings,33097.0,37228.0,Low
538,264,Kotak Mahindra,Current,72665.0,113251.0,Medium
539,264,Kotak Mahindra,Current,41181.0,73908.0,Medium
540,265,Punjab National Bank,Current,43705.0,88160.0,Medium
541,265,Icici,Current,37611.0,28761.0,Low
542,265,Hdfc,Current,42542.0,23662.0,Low
543,266,Icici,Current,55847.0,86217.0,Medium
544,267,Punjab National Bank,Current,9387.0,30538.0,Low
545,268,Sbi,Savings,96097.0,138836.0,Medium
546,268,Icici,Savings,75519.0,110455.0,Medium
547,268,Sbi,Current,71666.0,66233.0,Medium
548,269,Kotak Mahindra,Savings,49372.0,94141.0,Medium
549,269,Kotak Mahindra,Current,45793.0,63481.0,Medium
550,270,Kotak Mahindra,Current,62083.0,102590.0,Medium
551,271,Punjab National Bank,Savings,43918.0,86910.0,Medium
552,272,Hdfc,Savings,65052.0,76999.0,Medium
553,273,Hdfc,Savings,28727.0,37818.0,Low
554,273,Kotak Mahindra,Savings,69618.0,97893.0,Medium
555,274,Punjab National Bank,Savings,71798.0,114456.0,Medium
556,274,Icici,Savings,20336.0,22569.0,Low
557,274,Axis Bank,Savings,70938.0,81115.0,Medium
558,275,Punjab National Bank,Savings,31286.0,42975.0,Low
559,275,Kotak Mahindra,Savings,75458.0,102909.0,Medium
560,275,Canara Bank,Savings,42623.0,34033.0,Low
561,276,Canara Bank,Current,29400.0,39651.0,Low
562,277,Sbi,Current,6754.0,26837.0,Low
563,278,Axis Bank,Current,86500.0,68120.0,Medium
564,278,Kotak Mahindra,Savings,64582.0,59726.0,Medium
565,279,Canara Bank,Current,15819.0,23350.0,Low
566,280,Icici,Savings,34674.0,18834.0,Low
567,280,Punjab National Bank,Savings,10491.0,36044.0,Low
568,280,Axis Bank,Current,64956.0,86456.0,Medium
569,281,Icici,Savings,96219.0,130450.0,Medium
570,281,Canara Bank,Savings,14429.0,10293.0,Low
571,281,Punjab National Bank,Current,53612.0,78863.0,Medium
572,282,Kotak Mahindra,Savings,80438.0,101028.0,Medium
573,282,Sbi,Savings,50211.0,55367.0,Medium
574,283,Kotak Mahindra,Current,5572.0,0.0,
575,284,Hdfc,Savings,37504.0,52641.0,Medium
576,285,Icici,Savings,33303.0,33701.0,Low
577,285,Canara Bank,Savings,37565.0,34431.0,Low
578,285,Axis Bank,Current,47581.0,86101.0,Medium
579,286,Icici,Current,98324.0,96012.0,Medium
580,287,Kotak Mahindra,Current,40252.0,40003.0,Low
581,288,Hdfc,Savings,49868.0,46120.0,Low
582,288,Punjab National Bank,Current,28646.0,9042.0,Low
583,288,Punjab National Bank,Current,85497.0,78196.0,Medium
584,289,Sbi,Savings,99980.0,142420.0,Medium
585,290,Kotak Mahindra,Savings,91280.0,109815.0,Medium
586,291,Axis Bank,Current,84963.0,131988.0,Medium
587,292,Canara Bank,Savings,11201.0,31258.0,Low
588,292,Canara Bank,Current,78919.0,91602.0,Medium
589,292,Hdfc,Current,86339.0,122556.0,Medium
590,293,Punjab National Bank,Current,62356.0,66010.0,Medium
591,294,Canara Bank,Current,55724.0,98111.0,Medium
592,294,Icici,Current,17191.0,51349.0,Medium
593,295,Kotak Mahindra,Current,67076.0,93301.0,Medium
594,296,Hdfc,Current,89201.0,100741.0,Medium
595,296,Sbi,Savings,27273.0,59846.0,Medium
596,296,Punjab National Bank,Savings,98993.0,142847.0,Medium
597,297,Axis Bank,Current,76019.0,93643.0,Medium
598,297,Kotak Mahindra,Current,83124.0,130888.0,Medium
599,298,Punjab National Bank,Savings,55906.0,58340.0,Medium
600,298,Kotak Mahindra,Current,44275.0,71809.0,Medium
601,298,Sbi,Savings,61553.0,53259.0,Medium
602,299,Kotak Mahindra,Savings,48661.0,55659.0,Medium
603,299,Icici,Savings,60227.0,105153.0,Medium
604,299,Canara Bank,Current,74845.0,60442.0,Medium
605,300,Hdfc,Current,54602.0,45965.0,Low
606,300,Kotak Mahindra,Current,86119.0,94784.0,Medium
607,301,Icici,Current,73061.0,68963.0,Medium
608,301,Icici,Savings,25446.0,18570.0,Low
609,302,Canara Bank,Current,37585.0,27939.0,Low
610,302,Icici,Current,96729.0,133378.0,Medium
611,302,Axis Bank,Current,37636.0,72567.0,Medium
612,303,Hdfc,Current,89151.0,128339.0,Medium
613,303,Hdfc,Current,55277.0,51784.0,Medium
614,303,Kotak Mahindra,Current,77022.0,108196.0,Medium
615,304,Punjab National Bank,Current,35219.0,50055.0,Medium
616,304,Canara Bank,Current,88489.0,123021.0,Medium
617,304,Icici,Savings,73699.0,115995.0,Medium
618,305,Hdfc,Savings,69518.0,106765.0,Medium
619,306,Sbi,Current,22252.0,8310.0,Low
620,306,Hdfc,Savings,23246.0,63735.0,Medium
621,307,Axis Bank,Current,94318.0,106447.0,Medium
622,307,Axis Bank,Current,32955.0,43414.0,Low
623,307,Icici,Savings,49763.0,79269.0,Medium
624,308,Axis Bank,Savings,33001.0,77673.0,Medium
625,309,Kotak Mahindra,Savings,77081.0,94801.0,Medium
626,309,Axis Bank,Current,13215.0,26952.0,Low
627,309,Kotak Mahindra,Savings,46094.0,31208.0,Low
628,310,Sbi,Savings,15595.0,27232.0,Low
629,310,Canara Bank,Savings,35105.0,59423.0,Medium
630,310,Icici,Current,50778.0,32090.0,Low
631,311,Kotak Mahindra,Current,37334.0,31255.0,Low
632,311,Icici,Current,23611.0,34387.0,Low
633,312,Punjab National Bank,Current,29212.0,37279.0,Low
634,312,Kotak Mahindra,Current,35577.0,64622.0,Medium
635,313,Punjab National Bank,Savings,17471.0,55064.0,Medium
636,313,Hdfc,Current,29779.0,46684.0,Low
637,314,Icici,Savings,27267.0,54524.0,Medium
638,314,Sbi,Savings,21819.0,4792.0,Low
639,314,Canara Bank,Current,63406.0,70490.0,Medium
640,315,Kotak Mahindra,Savings,72805.0,71463.0,Medium
641,315,Punjab National Bank,Current,33506.0,45055.0,Low
642,316,Kotak Mahindra,Savings,54293.0,52312.0,Medium
643,316,Punjab National Bank,Savings,46164.0,66072.0,Medium
644,316,Canara Bank,Savings,95719.0,94586.0,Medium
645,317,Icici,Current,50991.0,98366.0,Medium
646,317,Sbi,Savings,37135.0,78337.0,Medium
647,317,Icici,Current,30570.0,59324.0,Medium
648,318,Hdfc,Savings,55138.0,71164.0,Medium
649,318,Punjab National Bank,Current,35907.0,80198.0,Medium
650,318,Canara Bank,Savings,73547.0,97336.0,Medium
651,319,Axis Bank,Savings,68263.0,52221.0,Medium
652,319,Axis Bank,Current,42540.0,57425.0,Medium
653,320,Canara Bank,Current,10697.0,32303.0,Low
654,321,Kotak Mahindra,Current,25869.0,32488.0,Low
655,321,Kotak Mahindra,Current,32439.0,61878.0,Medium
656,322,Hdfc,Current,87696.0,81201.0,Medium
657,323,Kotak Mahindra,Savings,21988.0,35981.0,Low
658,323,Axis Bank,Current,62116.0,103694.0,Medium
659,324,Kotak Mahindra,Savings,10051.0,33702.0,Low
660,324,Icici,Savings,45433.0,35705.0,Low
661,324,Axis Bank,Current,67666.0,113681.0,Medium
662,325,Canara Bank,Current,73129.0,78253.0,Medium
663,326,Kotak Mahindra,Current,48408.0,30648.0,Low
664,326,Kotak Mahindra,Savings,29849.0,67020.0,Medium
665,327,Axis Bank,Current,40715.0,82992.0,Medium
666,328,Sbi,Current,52403.0,75800.0,Medium
667,329,Axis Bank,Savings,43625.0,61450.0,Medium
668,329,Icici,Savings,21747.0,18407.0,Low
669,330,Hdfc,Current,59262.0,64134.0,Medium
670,330,Kotak Mahindra,Savings,28926.0,20561.0,Low
671,331,Sbi,Current,21977.0,40767.0,Low
672,331,Icici,Current,12475.0,0.0,
673,331,Axis Bank,Current,7527.0,0.0,
674,332,Sbi,Savings,10016.0,48564.0,Low
675,332,Hdfc,Current,64708.0,93470.0,Medium
676,333,Icici,Savings,79549.0,122708.0,Medium
677,333,Canara Bank,Savings,75428.0,116203.0,Medium
678,333,Canara Bank,Current,33183.0,27530.0,Low
679,334,Canara Bank,Current,64160.0,84366.0,Medium
680,335,Hdfc,Savings,89339.0,117035.0,Medium
681,335,Icici,Current,54467.0,43247.0,Low
682,336,Icici,Savings,41239.0,52494.0,Medium
683,336,Canara Bank,Savings,44510.0,55384.0,Medium
684,337,Kotak Mahindra,Savings,81012.0,121883.0,Medium
685,337,Icici,Savings,87845.0,97799.0,Medium
686,338,Punjab National Bank,Current,65981.0,65421.0,Medium
687,338,Canara Bank,Savings,56624.0,86330.0,Medium
688,338,Icici,Current,65205.0,114338.0,Medium
689,339,Hdfc,Current,82788.0,80859.0,Medium
690,339,Canara Bank,Savings,95944.0,95556.0,Medium
691,339,Axis Bank,Current,40109.0,50651.0,Medium
692,340,Sbi,Savings,47902.0,60929.0,Medium
693,340,Kotak Mahindra,Savings,45703.0,30694.0,Low
694,340,Punjab National Bank,Savings,69655.0,115212.0,Medium
695,341,Sbi,Savings,37167.0,62531.0,Medium
696,341,Icici,Savings,23346.0,40165.0,Low
697,341,Punjab National Bank,Savings,6324.0,35513.0,Low
698,342,Icici,Savings,77469.0,87143.0,Medium
699,342,Icici,Current,24156.0,63636.0,Medium
700,343,Axis Bank,Savings,45269.0,68427.0,Medium
701,343,Axis Bank,Current,43673.0,74472.0,Medium
702,344,Canara Bank,Savings,21699.0,6798.0,Low
703,344,Icici,Current,64806.0,76061.0,Medium
704,345,Axis Bank,Savings,32544.0,45374.0,Low
705,345,Icici,Current,71440.0,101447.0,Medium
706,345,Icici,Current,65337.0,86814.0,Medium
707,346,Axis Bank,Savings,11111.0,32181.0,Low
708,347,Kotak Mahindra,Savings,21278.0,17886.0,Low
709,347,Hdfc,Current,62136.0,88279.0,Medium
710,347,Canara Bank,Savings,89954.0,92639.0,Medium
711,348,Icici,Savings,7628.0,0.0,
712,348,Hdfc,Savings,5922.0,52993.0,Medium
713,349,Axis Bank,Current,76225.0,115252.0,Medium
714,350,Kotak Mahindra,Current,19687.0,14146.0,Low
715,350,Icici,Savings,73368.0,73980.0,Medium
716,351,Icici,Current,75549.0,56510.0,Medium
717,352,Canara Bank,Current,56813.0,67673.0,Medium
718,352,Icici,Current,45739.0,64371.0,Medium
719,353,Hdfc,Savings,43621.0,91917.0,Medium
720,353,Kotak Mahindra,Current,56589.0,93896.0,Medium
721,353,Punjab National Bank,Current,70361.0,88673.0,Medium
722,354,Hdfc,Current,61812.0,84602.0,Medium
723,354,Icici,Current,75949.0,103996.0,Medium
724,354,Axis Bank,Current,40556.0,57850.0,Medium
725,355,Kotak Mahindra,Savings,79112.0,59178.0,Medium
726,355,Axis Bank,Current,82520.0,66859.0,Medium
727,355,Sbi,Savings,10715.0,0.0,
728,356,Icici,Savings,52235.0,49772.0,Low
729,356,Sbi,Savings,57532.0,71449.0,Medium
730,356,Punjab National Bank,Current,40653.0,67872.0,Medium
731,357,Kotak Mahindra,Savings,76941.0,60553.0,Medium
732,357,Hdfc,Savings,24378.0,52224.0,Medium
733,358,Punjab National Bank,Savings,68523.0,50067.0,Medium
734,359,Sbi,Savings,79840.0,59873.0,Medium
735,359,Hdfc,Savings,85414.0,124300.0,Medium
736,360,Canara Bank,Current,96529.0,115096.0,Medium
737,361,Icici,Savings,96950.0,77122.0,Medium
738,362,Punjab National Bank,Current,78881.0,100991.0,Medium
739,363,Icici,Current,6398.0,17341.0,Low
740,363,Punjab National Bank,Savings,48928.0,32143.0,Low
741,363,Kotak Mahindra,Savings,68246.0,96867.0,Medium
742,364,Punjab National Bank,Current,80224.0,105229.0,Medium
743,365,Axis Bank,Current,31823.0,35195.0,Low
744,365,Canara Bank,Savings,84475.0,68768.0,Medium
745,365,Punjab National Bank,Savings,37052.0,58616.0,Medium
746,366,Canara Bank,Savings,99826.0,96261.0,Medium
747,366,Axis Bank,Savings,20608.0,27954.0,Low
748,366,Sbi,Current,77349.0,90937.0,Medium
749,367,Canara Bank,Savings,25517.0,30513.0,Low
750,367,Sbi,Current,59514.0,101418.0,Medium
751,367,Punjab National Bank,Savings,36017.0,19766.0,Low
752,368,Hdfc,Current,14260.0,35841.0,Low
753,369,Sbi,Current,79456.0,93765.0,Medium
754,369,Punjab National Bank,Current,40337.0,23421.0,Low
755,369,Icici,Savings,10444.0,2995.0,Low
756,370,Sbi,Current,63480.0,76119.0,Medium
757,370,Axis Bank,Current,63329.0,55254.0,Medium
758,371,Canara Bank,Savings,53364.0,66332.0,Medium
759,371,Canara Bank,Current,55180.0,36212.0,Low
760,371,Sbi,Savings,64158.0,97294.0,Medium
761,372,Sbi,Current,33304.0,48873.0,Low
762,373,Kotak Mahindra,Savings,88444.0,119840.0,Medium
763,374,Icici,Savings,39556.0,20254.0,Low
764,374,Icici,Savings,42922.0,45449.0,Low
765,375,Icici,Savings,22959.0,32666.0,Low
766,375,Sbi,Current,65114.0,107430.0,Medium
767,375,Kotak Mahindra,Savings,96615.0,100586.0,Medium
768,376,Sbi,Current,49984.0,53965.0,Medium
769,376,Hdfc,Current,45887.0,92386.0,Medium
770,376,Axis Bank,Savings,22055.0,28549.0,Low
771,377,Canara Bank,Savings,42546.0,54927.0,Medium
772,378,Axis Bank,Savings,73508.0,58587.0,Medium
773,378,Axis Bank,Current,23850.0,59062.0,Medium
774,378,Kotak Mahindra,Savings,16327.0,0.0,
775,379,Punjab National Bank,Savings,91995.0,80754.0,Medium
776,379,Icici,Savings,99345.0,96964.0,Medium
777,379,Punjab National Bank,Current,17433.0,40386.0,Low
778,380,Canara Bank,Savings,5245.0,0.0,
779,380,Sbi,Current,19611.0,63879.0,Medium
780,381,Axis Bank,Savings,68463.0,79667.0,Medium
781,381,Sbi,Current,65789.0,98547.0,Medium
782,381,Sbi,Savings,85482.0,92874.0,Medium
783,382,Sbi,Savings,90066.0,114464.0,Medium
784,383,Kotak Mahindra,Savings,59148.0,66962.0,Medium
785,383,Canara Bank,Current,43612.0,77586.0,Medium
786,383,Axis Bank,Savings,93376.0,120840.0,Medium
787,384,Punjab National Bank,Current,66696.0,113721.0,Medium
788,384,Hdfc,Current,85532.0,89227.0,Medium
789,385,Axis Bank,Current,40166.0,28006.0,Low
790,385,Icici,Current,64624.0,47160.0,Low
791,385,Kotak Mahindra,Current,72012.0,57352.0,Medium
792,386,Punjab National Bank,Current,91740.0,75824.0,Medium
793,386,Punjab National Bank,Current,49340.0,90594.0,Medium
794,386,Punjab National Bank,Savings,31836.0,54656.0,Medium
795,387,Icici,Savings,99941.0,147403.0,Medium
796,388,Sbi,Savings,44701.0,81645.0,Medium
797,388,Kotak Mahindra,Current,62926.0,47317.0,Low
798,388,Punjab National Bank,Current,42290.0,31412.0,Low
799,389,Canara Bank,Savings,82186.0,68903.0,Medium
800,389,Icici,Current,81508.0,117501.0,Medium
801,389,Kotak Mahindra,Current,32296.0,40255.0,Low
802,390,Punjab National Bank,Savings,79741.0,91461.0,Medium
803,391,Icici,Savings,95667.0,115552.0,Medium
804,391,Sbi,Savings,51463.0,75984.0,Medium
805,391,Icici,Savings,44749.0,48217.0,Low
806,392,Punjab National Bank,Current,51631.0,92898.0,Medium
807,393,Canara Bank,Savings,82927.0,64310.0,Medium
808,393,Punjab National Bank,Current,68816.0,102166.0,Medium
809,393,Kotak Mahindra,Savings,67615.0,54380.0,Medium
810,394,Sbi,Savings,15884.0,0.0,
811,395,Canara Bank,Savings,32605.0,58192.0,Medium
812,395,Sbi,Savings,69711.0,55845.0,Medium
813,395,Canara Bank,Current,25270.0,72293.0,Medium
814,396,Punjab National Bank,Savings,9163.0,2328.0,Low
815,396,Kotak Mahindra,Current,73921.0,66119.0,Medium
816,397,Kotak Mahindra,Current,16494.0,14765.0,Low
817,398,Canara Bank,Savings,64254.0,93245.0,Medium
818,398,Kotak Mahindra,Current,75794.0,117565.0,Medium
819,399,Punjab National Bank,Savings,83917.0,130273.0,Medium
820,399,Kotak Mahindra,Savings,8872.0,747.0,Low
821,400,Axis Bank,Savings,31455.0,18571.0,Low
822,400,Punjab National Bank,Savings,88453.0,126325.0,Medium
823,400,Kotak Mahindra,Savings,78361.0,84120.0,Medium
824,401,Axis Bank,Savings,97649.0,100607.0,Medium
825,401,Kotak Mahindra,Current,59663.0,93030.0,Medium
826,401,Axis Bank,Current,69923.0,65171.0,Medium
827,402,Canara Bank,Current,72373.0,82534.0,Medium
828,402,Icici,Current,7830.0,45332.0,Low
829,402,Icici,Savings,53770.0,94301.0,Medium
830,403,Punjab National Bank,Savings,26774.0,67736.0,Medium
831,403,Icici,Savings,65153.0,102242.0,Medium
832,404,Canara Bank,Current,28422.0,53001.0,Medium
833,404,Punjab National Bank,Current,50076.0,52267.0,Medium
834,405,Kotak Mahindra,Current,7985.0,0.0,
835,405,Icici,Current,81576.0,123319.0,Medium
836,405,Canara Bank,Current,85291.0,100868.0,Medium
837,406,Icici,Current,94259.0,85049.0,Medium
838,406,Sbi,Savings,90319.0,137458.0,Medium
839,407,Axis Bank,Savings,5090.0,12966.0,Low
840,407,Canara Bank,Savings,11543.0,34041.0,Low
841,408,Axis Bank,Savings,78306.0,119684.0,Medium
842,409,Canara Bank,Savings,75783.0,93809.0,Medium
843,409,Sbi,Current,9320.0,50045.0,Medium
844,410,Axis Bank,Current,49751.0,84749.0,Medium
845,410,Icici,Current,19902.0,15336.0,Low
846,411,Punjab National Bank,Savings,16294.0,40707.0,Low
847,412,Canara Bank,Savings,30749.0,75819.0,Medium
848,412,Punjab National Bank,Current,98847.0,101707.0,Medium
849,412,Punjab National Bank,Savings,75660.0,86640.0,Medium
850,413,Axis Bank,Current,66264.0,108134.0,Medium
851,413,Canara Bank,Current,26946.0,55955.0,Medium
852,414,Axis Bank,Savings,59612.0,56102.0,Medium
853,414,Hdfc,Current,99376.0,85660.0,Medium
854,414,Sbi,Current,79421.0,63005.0,Medium
855,415,Axis Bank,Current,55490.0,68043.0,Medium
856,416,Axis Bank,Savings,8563.0,31039.0,Low
857,416,Punjab National Bank,Current,50111.0,35335.0,Low
858,416,Punjab National Bank,Savings,12374.0,53640.0,Medium
859,417,Icici,Current,59962.0,81088.0,Medium
860,417,Kotak Mahindra,Savings,25199.0,33695.0,Low
861,418,Kotak Mahindra,Current,5439.0,19802.0,Low
862,419,Hdfc,Current,19052.0,19642.0,Low
863,420,Hdfc,Savings,11643.0,15902.0,Low
864,420,Icici,Savings,15395.0,7555.0,Low
865,421,Axis Bank,Savings,78942.0,118731.0,Medium
866,421,Punjab National Bank,Savings,87858.0,126646.0,Medium
867,422,Punjab National Bank,Savings,46688.0,31872.0,Low
868,422,Canara Bank,Current,7761.0,11741.0,Low
869,423,Canara Bank,Savings,74026.0,122856.0,Medium
870,424,Axis Bank,Savings,86938.0,99925.0,Medium
871,424,Axis Bank,Current,9282.0,35737.0,Low
872,424,Kotak Mahindra,Savings,16168.0,0.0,
873,425,Kotak Mahindra,Savings,99568.0,81439.0,Medium
874,425,Punjab National Bank,Savings,88505.0,127652.0,Medium
875,426,Kotak Mahindra,Current,9299.0,11656.0,Low
876,426,Icici,Current,50940.0,85228.0,Medium
877,426,Punjab National Bank,Current,29121.0,44686.0,Low
878,427,Punjab National Bank,Savings,82449.0,72574.0,Medium
879,427,Canara Bank,Current,5746.0,23466.0,Low
880,427,Hdfc,Current,95866.0,129374.0,Medium
881,428,Punjab National Bank,Savings,12178.0,9869.0,Low
882,428,Canara Bank,Current,98543.0,93244.0,Medium
883,428,Punjab National Bank,Current,64349.0,96832.0,Medium
884,429,Icici,Current,82025.0,104284.0,Medium
885,429,Kotak Mahindra,Savings,11571.0,25567.0,Low
886,429,Canara Bank,Current,27873.0,30401.0,Low
887,430,Kotak Mahindra,Current,90365.0,92443.0,Medium
888,431,Hdfc,Current,37828.0,31708.0,Low
889,432,Kotak Mahindra,Current,10016.0,0.0,
890,433,Axis Bank,Current,45617.0,49962.0,Low
891,434,Canara Bank,Savings,8995.0,0.0,
892,434,Icici,Savings,93880.0,106818.0,Medium
893,435,Punjab National Bank,Savings,11697.0,59974.0,Medium
894,436,Canara Bank,Current,48992.0,84782.0,Medium
895,436,Hdfc,Savings,98502.0,121151.0,Medium
896,437,Hdfc,Current,84638.0,77930.0,Medium
897,438,Canara Bank,Current,94962.0,75507.0,Medium
898,438,Kotak Mahindra,Current,71053.0,101975.0,Medium
899,439,Axis Bank,Current,41834.0,88024.0,Medium
900,439,Hdfc,Current,21197.0,22343.0,Low
901,439,Hdfc,Savings,54941.0,39634.0,Low
902,440,Icici,Current,51286.0,77023.0,Medium
903,440,Axis Bank,Current,55024.0,85789.0,Medium
904,441,Icici,Current,81988.0,116713.0,Medium
905,442,Kotak Mahindra,Current,74054.0,104331.0,Medium
906,442,Icici,Savings,23292.0,48228.0,Low
907,442,Icici,Current,13035.0,25975.0,Low
908,443,Sbi,Current,63132.0,103130.0,Medium
909,444,Icici,Current,95035.0,76350.0,Medium
910,445,Sbi,Savings,48572.0,36849.0,Low
911,446,Canara Bank,Current,95696.0,116688.0,Medium
912,447,Canara Bank,Savings,41847.0,73137.0,Medium
913,447,Punjab National Bank,Current,52521.0,44248.0,Low
914,447,Sbi,Savings,81106.0,85238.0,Medium
915,448,Sbi,Current,30181.0,36730.0,Low
916,448,Axis Bank,Current,59364.0,104490.0,Medium
917,448,Hdfc,Savings,88148.0,120781.0,Medium
918,449,Axis Bank,Current,10212.0,30269.0,Low
919,449,Sbi,Current,89573.0,136378.0,Medium
920,450,Kotak Mahindra,Savings,84218.0,114313.0,Medium
921,451,Axis Bank,Savings,78229.0,121743.0,Medium
922,452,Kotak Mahindra,Current,7686.0,3944.0,Low
923,452,Canara Bank,Current,34263.0,18076.0,Low
924,453,Axis Bank,Current,58453.0,69475.0,Medium
925,454,Icici,Savings,23474.0,40669.0,Low
926,454,Punjab National Bank,Current,26562.0,66036.0,Medium
927,454,Kotak Mahindra,Current,68017.0,51389.0,Medium
928,455,Icici,Savings,66904.0,61957.0,Medium
929,456,Sbi,Current,20673.0,1994.0,Low
930,456,Hdfc,Savings,50997.0,77275.0,Medium
931,457,Axis Bank,Current,78469.0,65107.0,Medium
932,458,Punjab National Bank,Current,27088.0,69358.0,Medium
933,459,Axis Bank,Current,93450.0,95111.0,Medium
934,459,Kotak Mahindra,Current,13991.0,8605.0,Low
935,460,Canara Bank,Savings,30543.0,71700.0,Medium
936,460,Canara Bank,Current,73715.0,55205.0,Medium
937,461,Hdfc,Current,28275.0,44733.0,Low
938,461,Kotak Mahindra,Current,77343.0,61357.0,Medium
939,462,Icici,Current,10861.0,40110.0,Low
940,462,Canara Bank,Current,84955.0,71756.0,Medium
941,463,Sbi,Current,78896.0,106394.0,Medium
942,463,Kotak Mahindra,Current,49758.0,42571.0,Low
943,463,Sbi,Current,31065.0,69034.0,Medium
944,464,Canara Bank,Current,41194.0,86228.0,Medium
945,464,Hdfc,Savings,97649.0,80030.0,Medium
946,464,Icici,Savings,40878.0,36433.0,Low
947,465,Axis Bank,Savings,76771.0,59565.0,Medium
948,465,Axis Bank,Current,89693.0,125813.0,Medium
949,466,Sbi,Current,88647.0,95406.0,Medium
950,466,Icici,Current,7250.0,39951.0,Low
951,466,Sbi,Savings,41789.0,70201.0,Medium
952,467,Sbi,Current,38440.0,46909.0,Low
953,468,Punjab National Bank,Savings,43458.0,27016.0,Low
954,468,Kotak Mahindra,Current,62066.0,66782.0,Medium
955,468,Hdfc,Savings,13748.0,35912.0,Low
956,469,Canara Bank,Current,88097.0,74322.0,Medium
957,469,Kotak Mahindra,Savings,21824.0,67160.0,Medium
958,470,Icici,Current,52859.0,73258.0,Medium
959,471,Icici,Current,13588.0,0.0,
960,472,Sbi,Current,96506.0,142706.0,Medium
961,472,Sbi,Current,40233.0,63288.0,Medium
962,473,Icici,Savings,83030.0,103875.0,Medium
963,473,Axis Bank,Current,34371.0,31449.0,Low
964,474,Kotak Mahindra,Current,45594.0,51756.0,Medium
965,474,Punjab National Bank,Current,49335.0,94862.0,Medium
966,475,Kotak Mahindra,Savings,54274.0,47704.0,Low
967,476,Kotak Mahindra,Current,43973.0,51673.0,Medium
968,477,Canara Bank,Savings,19843.0,34258.0,Low
969,477,Punjab National Bank,Current,17266.0,2094.0,Low
970,478,Punjab National Bank,Savings,59714.0,70878.0,Medium
971,479,Sbi,Current,43231.0,25478.0,Low
972,479,Sbi,Savings,25785.0,66319.0,Medium
973,480,Hdfc,Savings,15661.0,36043.0,Low
974,480,Hdfc,Savings,8151.0,24156.0,Low
975,481,Icici,Savings,7620.0,18395.0,Low
976,482,Canara Bank,Savings,27771.0,18806.0,Low
977,483,Icici,Savings,97050.0,101117.0,Medium
978,483,Axis Bank,Current,75601.0,73890.0,Medium
979,484,Icici,Current,56370.0,77932.0,Medium
980,484,Kotak Mahindra,Savings,55304.0,49851.0,Low
981,484,Hdfc,Savings,30811.0,80105.0,Medium
982,485,Icici,Savings,35862.0,78414.0,Medium
983,485,Kotak Mahindra,Current,53332.0,66079.0,Medium
984,485,Icici,Savings,8339.0,0.0,
985,486,Punjab National Bank,Savings,30048.0,13751.0,Low
986,486,Axis Bank,Savings,46641.0,37873.0,Low
987,487,Punjab National Bank,Savings,14170.0,31895.0,Low
988,487,Punjab National Bank,Current,8258.0,56095.0,Medium
989,487,Hdfc,Current,86239.0,83381.0,Medium
990,488,Icici,Current,84312.0,101223.0,Medium
991,488,Kotak Mahindra,Savings,45874.0,58245.0,Medium
992,488,Icici,Current,93050.0,94404.0,Medium
993,489,Sbi,Current,89883.0,110213.0,Medium
994,489,Canara Bank,Current,83832.0,67983.0,Medium
